"marker","outcome","arm_type","panel","asv","taxon","rho","p","eBH","neglog10p","direction"
"16S","MP retention","corr","16S | MP retention","76a12bde0263c31c5275292cb5b1d6f2","Roseococcus",-0.724866666666667,0.0396341490299824,0.881449046112932,1.40193046194517,"Negative"
"16S","MP retention","corr","16S | MP retention","6815f1f2c2d38299f363940f8e312c3c","Deinococcaceae Family",0.7259,0.0509990740740741,0.814165551865795,1.29243770876816,"Positive"
"16S","MP retention","corr","16S | MP retention","56483f8000e7a15a0ef8932e02cff7c4","Micavibrionales Order",0.684666666666667,0.0520429067460318,0.908778400028477,1.28363845483706,"Positive"
"16S","MP retention","corr","16S | MP retention","b701af8d98ca714dab16ab6724bb631a","Galbitalea",0.710416666666667,0.0569638117283951,0.83857317033287,1.24440095762223,"Positive"
"16S","MP retention","corr","16S | MP retention","9a7f96749fc3614a624e31996bd7b4d4","Vermiphilaceae Family",-0.659533333333333,0.0650545138888889,0.910137888290184,1.18672256399058,"Negative"
"16S","MP retention","corr","16S | MP retention","1e046bb4b737284bdbae0d7b21a6ddbe","Fibrisoma",0.68125,0.0661637455908289,0.888161598286406,1.1793799169473,"Positive"
"16S","MP retention","corr","16S | MP retention","b2e60e821619cb52dbe5cacdd38b9822","Pseudobdellovibrionaceae Family",0.669266666666667,0.0779654376102293,0.875532190980152,1.10809787912645,"Positive"
"16S","MP retention","corr","16S | MP retention","01e7f9814849bf1e4a5ce63fb0d4b61a","Shackletoniella",-0.666516666666667,0.0783521604938272,0.885174874018972,1.10594902373131,"Negative"
"16S","MP retention","corr","16S | MP retention","5da845af2892f5c8fd8161364c7b4997","Sandarakinorhabdus",-0.631083333333333,0.0815678461199295,0.910809363330501,1.08848100551899,"Negative"
"16S","MP retention","corr","16S | MP retention","89c76625e45ab0499f29cc2dc2beb69c","SL56 marine group Class",0.6295,0.0861133377425044,0.910358906037937,1.06492957724137,"Positive"
"16S","MP retention","corr","16S | MP retention","241dabd4901db50f657e8e9e90977528","Oligoflexaceae Family",0.6178,0.0954326113315697,0.913562921201992,1.0203031923694,"Positive"
"16S","MP retention","corr","16S | MP retention","73ab6d6608a93a7bc935f8048997c6fc","Rhodospirillales Order",0.605483333333333,0.099551598324515,0.915136766769081,1.00195176287972,"Positive"
"16S","MP retention","corr","16S | MP retention","556c3d1034e2eec13db898aa075da658","Candidatus Jidaibacter",-0.60005,0.116159793871252,0.911682937564459,0.934944167310796,"Negative"
"16S","MP retention","corr","16S | MP retention","1e8f19b66fc4e38497f12df420b9b9c2","Armatimonadaceae Family",0.582,0.118178328924162,0.917670365095114,0.927462155362836,"Positive"
"16S","MP retention","corr","16S | MP retention","ee2d56600bef5d134884d0354366d6e8","Paracaedibacteraceae Family",-0.5736,0.119767151675485,0.918036428067826,0.921662278793385,"Negative"
"16S","MP retention","corr","16S | MP retention","23a4b6bc2c58466eb2b87814a8ebbbf7","Comamonadaceae Family",0.562716666666667,0.124395849867725,0.91833221136839,0.905194108468445,"Positive"
"16S","MP retention","corr","16S | MP retention","396bbebd81d93d6c824d49cc652eb76a","Flavipsychrobacter",-0.572833333333333,0.126483724647266,0.916134708681064,0.89796535393972,"Negative"
"16S","MP retention","corr","16S | MP retention","7a2f122fddae43a0010e633c008bc09b","Blfdi19 Order",-0.588016666666667,0.129551680996473,0.915054538095173,0.887556947458119,"Negative"
"16S","MP retention","corr","16S | MP retention","328990122454db415c3696781e42778f","Phormidesmis",0.595383333333333,0.132255594135802,0.895728105831835,0.878585949153436,"Positive"
"16S","MP retention","corr","16S | MP retention","15186d19694f00776956343942b4f186","Gloeobacter",0.560933333333333,0.132422371031746,0.919131085617662,0.878038640312238,"Positive"
"16S","MP retention","corr","16S | MP retention","649f026cd615015b1c0f8e760d309122","Luteimonas",-0.577666666666667,0.133016666666667,0.916384456636135,0.876093939575177,"Negative"
"16S","MP retention","corr","16S | MP retention","c4e72b68a0138eb7ed4ec9390f496838","Luteolibacter",-0.559633333333333,0.137229899691358,0.919789660261424,0.862551254108514,"Negative"
"16S","MP retention","corr","16S | MP retention","92886da043b3cfb88c385fc9b72752d5","Panacibacter",-0.56685,0.14046440696649,0.918265967420522,0.852433710039023,"Negative"
"16S","MP retention","corr","16S | MP retention","3505278bbef674c198e14875912fa8e5","Nocardioides",-0.592966666666667,0.143286441798942,0.893798768331491,0.843794901929784,"Negative"
"16S","MP retention","corr","16S | MP retention","254cd54eaf0e7301dc9d0c9e2dc53710","Nodosilineaceae Family",-0.601816666666667,0.145454668209877,0.874157941404664,0.83727233598271,"Negative"
"16S","MP retention","corr","16S | MP retention","794fea1efb1825bf0a088dd1c923bca0","Candidatus Amoebophilus",0.532416666666667,0.153522354497354,0.922621676245694,0.813828377659195,"Positive"
"16S","MP retention","corr","16S | MP retention","61c901297973162caaee28a638a3d9d9","Solirubrobacteraceae Family",0.563766666666667,0.156165773809524,0.909220419610485,0.806414142509988,"Positive"
"16S","MP retention","corr","16S | MP retention","9cdde29fca3a13e2e0f5d96088860c87","Nostoc",-0.531216666666667,0.156262301587302,0.922380949274456,0.806145783256294,"Negative"
"16S","MP retention","corr","16S | MP retention","2f2696ee8f1d2b831bfcafa8249d359d","Leptodesmis",-0.555,0.169150876322751,0.91742280822073,0.771725747913545,"Negative"
"16S","MP retention","corr","16S | MP retention","1ba1c6fba5cf7d1a4c6e3caef9e4c813","TRA3-20 Family",-0.516216666666667,0.171751515652557,0.92518289930009,0.765099421740681,"Negative"
"16S","MP retention","corr","16S | MP retention","26915c3209ae35ef27dd02617e8d7d91","Sphingorhabdus",-0.515966666666667,0.176652149470899,0.924419655969331,0.75288107378152,"Negative"
"16S","MP retention","corr","16S | MP retention","de12a9a4b8be3995816194f3492ff412","Singulisphaera",-0.518433333333333,0.181028163580247,0.924146067696527,0.742253854213704,"Negative"
"16S","MP retention","corr","16S | MP retention","edb114398ced5bf958f4f404493a6642","Haliscomenobacter",-0.507833333333333,0.183810251322751,0.927846072206764,0.735630271139508,"Negative"
"16S","MP retention","corr","16S | MP retention","571bd9d7ac39f0ce24aeda9319d55cb5","Tumidithrix",0.5156,0.183919268077601,0.925598786054091,0.735372770047234,"Positive"
"16S","MP retention","corr","16S | MP retention","103ad5940ac3b635fa0afe4680cbc582","Leptothrix",0.494816666666667,0.188964081790123,0.927328451769218,0.723620738487012,"Positive"
"16S","MP retention","corr","16S | MP retention","6945d94103ada823c2811f2b81c56ba0","Fuscovulum",-0.497566666666667,0.190463007054674,0.927466550334207,0.720189363254125,"Negative"
"16S","MP retention","corr","16S | MP retention","c1cc6b184d817c58b7c081b5665904cb","Regnicoccus",-0.5276,0.191636904761905,0.921690559439865,0.71752085229772,"Negative"
"16S","MP retention","corr","16S | MP retention","790d6e02538d0700ac71d369d24e6b1b","Aquicella",-0.49255,0.197496555335097,0.928816836678461,0.704440474781853,"Negative"
"16S","MP retention","corr","16S | MP retention","5fb691caf53996697fc5745ffa6620ae","Lacibacter",0.5272,0.199349559082892,0.911375435921109,0.700384720563807,"Positive"
"16S","MP retention","corr","16S | MP retention","cec149633e0b0da85f255e25176e291b","BD1-7 clade",0.4845,0.204113238536155,0.930003994903203,0.690128826559058,"Positive"
"16S","MP retention","corr","16S | MP retention","7303c7950d30d98f6084c7e1e4c54ea1","Nodosilinea",0.50485,0.205575259038801,0.925004056052904,0.687029153827888,"Positive"
"16S","MP retention","corr","16S | MP retention","eddfa9460b8fe2df12344f6da501b116","Rhizobacter",0.486083333333333,0.20693010361552,0.930294645857565,0.684176324785753,"Positive"
"16S","MP retention","corr","16S | MP retention","fd230d8df249293cce9223b0e5bf91aa","Legionella",-0.479333333333333,0.210020232583774,0.929345225570306,0.677738864903103,"Negative"
"16S","MP retention","corr","16S | MP retention","bb286c96101b73e1bb46d5ff9b9da229","Polyangium",-0.479283333333333,0.213907434964727,0.92879923058739,0.669774120019228,"Negative"
"16S","MP retention","corr","16S | MP retention","65d43491988bfe557da4d86a5ba25dae","Staphylococcus",0.512116666666667,0.214370188492063,0.913512595594866,0.66883561018072,"Positive"
"16S","MP retention","corr","16S | MP retention","92d53dbcf18e8b0d7ac36b3a48166638","Caulobacteraceae Family",0.474933333333333,0.221634071869489,0.929132021702369,0.654363474595874,"Positive"
"16S","MP retention","corr","16S | MP retention","7017030b94462f54ca0141f11f705833","Dankookia",-0.457833333333333,0.22511412037037,0.933713572336962,0.647597262855536,"Negative"
"16S","MP retention","corr","16S | MP retention","3b9a640a2fb04ef04b82b218fc1fb455","Fimbriiglobus",0.465266666666667,0.229914158950617,0.933582940368199,0.638434282472456,"Positive"
"16S","MP retention","corr","16S | MP retention","5904ccb9b6ba59aaefedb22379ee4f15","Tundrisphaera",-0.45935,0.231091236772487,0.931860514119806,0.636216523121116,"Negative"
"16S","MP retention","corr","16S | MP retention","e54514f112c0d2e2cf9be32de76bd74d","Isosphaeraceae Family",-0.484983333333333,0.233894720017637,0.926515431766353,0.630979581923582,"Negative"
"16S","MP retention","corr","16S | MP retention","68cc1c14334c3d28d71d66a14031bf33","SWB02",0.459016666666667,0.234516876102293,0.933293474833759,0.629825899497355,"Positive"
"16S","MP retention","corr","16S | MP retention","33e5681d81c11baedc5f46c7b394484c","Midichloriaceae Family",-0.46185,0.238126151895944,0.932063928541547,0.623192906147373,"Negative"
"16S","MP retention","corr","16S | MP retention","2b3241e445043d858344b89771fad5ae","Steroidobacteraceae Family",0.472416666666667,0.240238425925926,0.930027086022213,0.61935752635488,"Positive"
"16S","MP retention","corr","16S | MP retention","ec1d103f66d06bf61cf3cf6d9bcf8e52","OM190 Class",-0.455233333333333,0.242561656746032,0.932649777168044,0.615177849717226,"Negative"
"16S","MP retention","corr","16S | MP retention","7402c6fd98e177d4694261a9dd23eac6","Candidatus Berkiella",-0.459516666666667,0.250232930996473,0.933015606651489,0.601655537132825,"Negative"
"16S","MP retention","corr","16S | MP retention","7148f89a064752c2b79f8b43fcfdf028","Rickettsiellaceae Family",-0.441433333333333,0.250333393959436,0.935171204785463,0.601481212537417,"Negative"
"16S","MP retention","corr","16S | MP retention","2e193e82e7000acd47ce00bdd77ed4e0","Aurantimicrobium",0.491766666666667,0.250906448412698,0.912548810342821,0.600488176971302,"Positive"
"16S","MP retention","corr","16S | MP retention","482f65b152c5702150de2b27ea2c9521","Endobacter",-0.431566666666667,0.258046902557319,0.936618922322565,0.588301349577318,"Negative"
"16S","MP retention","corr","16S | MP retention","2d2cfe3970153f65df6fb6d1a6da95cf","Chitinophagaceae Family",0.422166666666667,0.269294835758377,0.938724338352265,0.569771974932882,"Positive"
"16S","MP retention","corr","16S | MP retention","b614aa73dcac429073adbec49672ac44","Leptolyngbyaceae_XXXX",0.472583333333333,0.270571345899471,0.923883879180301,0.567718198043868,"Positive"
"16S","MP retention","corr","16S | MP retention","31069a9174f49c8c680550635d1fc019","Schlesneria",-0.467166666666667,0.271302711640212,0.926271069030299,0.566545865492014,"Negative"
"16S","MP retention","corr","16S | MP retention","5d5436b14b5044bb09cdb96aa65fe217","Gammaproteobacteria Class",-0.427266666666667,0.278014357363316,0.937491109395374,0.555932775439276,"Negative"
"16S","MP retention","corr","16S | MP retention","9e36c8c025b5170a2b5af14dc13bf3bf","Eremiobacteria Class",0.4255,0.280470210537919,0.938827433255829,0.552113259491718,"Positive"
"16S","MP retention","corr","16S | MP retention","d68f525366c1dfdc0984a90b89867e95","Longivirga",-0.43605,0.281228312389771,0.936968399010266,0.550940959272105,"Negative"
"16S","MP retention","corr","16S | MP retention","9b3becce3e5841cf9cd818eda34e6f49","NS9 marine group Family",0.437833333333333,0.282903356481481,0.935038784396289,0.548361899864541,"Positive"
"16S","MP retention","corr","16S | MP retention","ecc089e109208b57062e5f8b85c312dc","Arcicella",0.429,0.292046693121693,0.938164761149536,0.534547706962831,"Positive"
"16S","MP retention","corr","16S | MP retention","fc24096138e3cf0b2775bd2b8e01b5b2","Deinococcus",-0.425616666666667,0.292208482142857,0.937545889959113,0.534307181644803,"Negative"
"16S","MP retention","corr","16S | MP retention","47c12b61c90c5033a1bb474f6c7ae154","LD29",-0.435716666666667,0.292602028218695,0.935849687394149,0.533722667817221,"Negative"
"16S","MP retention","corr","16S | MP retention","19fd57239a50298fdf2a997540c14922","Parvibium",0.3993,0.301144868827161,0.942702582060857,0.521224532324166,"Positive"
"16S","MP retention","corr","16S | MP retention","0cb099504ddb3eb59ceeb71e37b6ff2f","Cytophaga",0.437933333333333,0.302783603395062,0.934495326742886,0.518867646833303,"Positive"
"16S","MP retention","corr","16S | MP retention","2563ceb7d15a84f5d59f225adc9b06a5","Rickettsiales Order",0.39895,0.307619984567901,0.941914286126357,0.511985453962822,"Positive"
"16S","MP retention","corr","16S | MP retention","8bb2644d07ddab844c3ce80e74d8bba2","Pedosphaeraceae Family",-0.385716666666667,0.314852380952381,0.94429836795868,0.50189301816128,"Negative"
"16S","MP retention","corr","16S | MP retention","ebb58c2ffbbb54748fa6385f9d3224df","Sphingomonadaceae Family",0.384366666666667,0.316247271825397,0.944460622397794,0.499973212334027,"Positive"
"16S","MP retention","corr","16S | MP retention","bcba47620c299fd34809f143e3d26dff","Sphingomonas",0.38725,0.317172563932981,0.944513731674464,0.498704387079046,"Positive"
"16S","MP retention","corr","16S | MP retention","2e63a346769e0a62350ceaec77aece4d","RS25G",-0.385516666666667,0.32210405643739,0.94365937586274,0.492003805831406,"Negative"
"16S","MP retention","corr","16S | MP retention","a88f20e5316581a013745e290c1b0fe3","Terrimicrobium",0.387116666666667,0.322723219797178,0.94363443063701,0.491169786170317,"Positive"
"16S","MP retention","corr","16S | MP retention","7876a5906e5be58d068237cd0b6ebb3c","Acidibacter",0.4101,0.324760295414462,0.939323585105503,0.488437072215469,"Positive"
"16S","MP retention","corr","16S | MP retention","62b0bf21cce919c492e653ba630b9ea5","Undibacterium",-0.3868,0.325881834215168,0.943169944184606,0.486939847942332,"Negative"
"16S","MP retention","corr","16S | MP retention","ea4317d7222c2b5526d500d503663459","Aphanizomenonaceae Family",-0.392516666666667,0.328556338183422,0.942212783521758,0.483390150413705,"Negative"
"16S","MP retention","corr","16S | MP retention","dd3a124e0f04306cf546df311a52b727","Cupriavidus",0.418833333333333,0.329547062389771,0.935777416246964,0.48208255534409,"Positive"
"16S","MP retention","corr","16S | MP retention","113ea0d9a4d6d3e459760656562b5ddd","Dolichospermum",-0.379066666666667,0.330862114197531,0.944423590527571,0.480352959455255,"Negative"
"16S","MP retention","corr","16S | MP retention","36097ef26957ce4fdd7a71fe7f7cb7af","Candidatus-Obscuribacter",0.404533333333333,0.331189561287478,0.942076762468116,0.479923360131997,"Positive"
"16S","MP retention","corr","16S | MP retention","3d5baff45729bf2214074c2e9f77ad10","Acinetobacter",0.36965,0.336063872354497,0.946421213600931,0.473578172684981,"Positive"
"16S","MP retention","corr","16S | MP retention","34ec42044c0d886b375a356f164f6bd3","Methylorosula",-0.387,0.337387048059965,0.943667270449887,0.471871593543141,"Negative"
"16S","MP retention","corr","16S | MP retention","c50bb8c04b551636fe52a1b7031a0539","Candidatus Hepatincola",-0.41675,0.341696152998236,0.933675840844229,0.466359910697997,"Negative"
"16S","MP retention","corr","16S | MP retention","35e1bbfd3ea58cec02a0fedead1ce5ce","Stenomitos",0.35975,0.352284523809524,0.947591525939689,0.453106435364762,"Positive"
"16S","MP retention","corr","16S | MP retention","209d2a7b32e4fd9500896c1910760c01","Paludibaculum",0.359383333333333,0.355126438492063,0.948124839925613,0.449616994091535,"Positive"
"16S","MP retention","corr","16S | MP retention","7bd2131216dd6bd467970699d35a617b","Roseicella",0.36275,0.355284650573192,0.947563770998355,0.449423555008169,"Positive"
"16S","MP retention","corr","16S | MP retention","8d32cb7d685931e9669b78d2cde217c5","Polymorphobacter",-0.360966666666667,0.355375413359788,0.947841455844486,0.449312622145622,"Negative"
"16S","MP retention","corr","16S | MP retention","dc9aa892ff2214c4219de36f009f5192","Candidatus Nitrosoarchaeum",0.351033333333333,0.358652584876543,0.949055957860768,0.445326034775362,"Positive"
"16S","MP retention","corr","16S | MP retention","3fd07b98dedfbc282868e5061f99eb3e","Bryobacter",0.356266666666667,0.360550336199295,0.950169264180779,0.44303409514,"Positive"
"16S","MP retention","corr","16S | MP retention","3067f2c7606dcdd91e7f2803033e82b7","Silvanigrellaceae Family",-0.369816666666667,0.364069769620811,0.945476129057363,0.438815381027408,"Negative"
"16S","MP retention","corr","16S | MP retention","a80616dba1a6d362b957660c08aa3517","Coxiella",-0.364333333333333,0.367910030864198,0.946478265510252,0.43425837120779,"Negative"
"16S","MP retention","corr","16S | MP retention","074cebd7774d219a616031e1de838a2c","Opitutaceae Family",0.350483333333333,0.369125027557319,0.950125330944755,0.432826507604268,"Positive"
"16S","MP retention","corr","16S | MP retention","508e4d4db7e2c0220a19fafa294e0670","Methylotenera",-0.350983333333333,0.376446715167549,0.949154958225427,0.424296488112457,"Negative"
"16S","MP retention","corr","16S | MP retention","5a0ae6a10829f1b6d01debcce81fa0c6","Bosea",0.3469,0.379271671075838,0.952300718915848,0.421049594826626,"Positive"
"16S","MP retention","corr","16S | MP retention","0b36c352632cb1346cdc7d73f9fb376c","Pseudomonas",-0.339533333333333,0.381842052469136,0.951188061664098,0.418116244225239,"Negative"
"16S","MP retention","corr","16S | MP retention","e8d79105228061b51c142e647eec6c36","Candidatus Captivus",-0.363083333333333,0.386072134038801,0.946988967473664,0.413331543804395,"Negative"
"16S","MP retention","corr","16S | MP retention","7069712c1deee58d640df6a9cbe743dd","Polaromonas",-0.341433333333333,0.389114010141093,0.951757050563228,0.409923132040182,"Negative"
"16S","MP retention","corr","16S | MP retention","535d90a8b6d18e5de86b35a5dc0e769f","Oculatellaceae_XX",-0.340783333333333,0.391802915564374,0.951310136229856,0.406932336567908,"Negative"
"16S","MP retention","corr","16S | MP retention","14716609a6cdc788d854c017e33c8de5","FukuN18 freshwater group",-0.331866666666667,0.397484336419753,0.952582031594719,0.400679980820091,"Negative"
"16S","MP retention","corr","16S | MP retention","9e894a389bedef48600cba1f91ae7d04","Roseomonas",-0.32965,0.403406376763668,0.953258955116074,0.394257241047931,"Negative"
"16S","MP retention","corr","16S | MP retention","f88e53f96b3a55d335863da8e5aca730","Amoebophilaceae Family",0.351866666666667,0.404771494708995,0.946949742860084,0.392790079484678,"Positive"
"16S","MP retention","corr","16S | MP retention","d9185cd2c4662f23beec3a45566ac011","Vampirovibrio",0.357683333333333,0.404900137786596,0.943146815824743,0.392652075442137,"Positive"
"16S","MP retention","corr","16S | MP retention","9154b69a1b3c25aac8b21303f49e3458","Gaiellales Order",0.349666666666667,0.40546164021164,0.949343129257032,0.392050227106198,"Positive"
"16S","MP retention","corr","16S | MP retention","32181b006051d0c53a829c211710b508","AAP99",0.33705,0.407987996031746,0.950614795946072,0.389352614689204,"Positive"
"16S","MP retention","corr","16S | MP retention","102fc16adc262f00c457357b35540be5","Rubinisphaeraceae Family",0.332133333333333,0.413041798941799,0.952855856112749,0.384005996452033,"Positive"
"16S","MP retention","corr","16S | MP retention","b729ad8da2a687ffd0fd5cc6f2fe3736","Drouetiella",0.317616666666667,0.416910433201058,0.954869245609064,0.379957236500106,"Positive"
"16S","MP retention","corr","16S | MP retention","51af2c92d5b41fee1ef860eb59eee9d7","Vulcanococcus",-0.326616666666667,0.418334832451499,0.952988788089904,0.378475972589664,"Negative"
"16S","MP retention","corr","16S | MP retention","70aa67c9ba5ae917f70f89ea766f68ec","Pseudanabaenaceae_X",-0.32125,0.422871764770723,0.954438967514377,0.373791311811347,"Negative"
"16S","MP retention","corr","16S | MP retention","bf3b4b4bf538492f1914764540264416","UBA12411",0.3292,0.4267423170194,0.945549046295673,0.369834289091062,"Positive"
"16S","MP retention","corr","16S | MP retention","ca61a8ea13943524f0f63090b66d787e","Planctopirus",0.33375,0.43002619047619,0.949863527103115,0.366505093181097,"Positive"
"16S","MP retention","corr","16S | MP retention","319a2feea6f238009b24e78f87094ed6","Hyphomicrobium",0.30765,0.430474807098765,0.956983198191196,0.366052259908677,"Positive"
"16S","MP retention","corr","16S | MP retention","44a35eb59d737efb374c824f37927592","Phaselicystis",0.319833333333333,0.436734650573192,0.953060395321272,0.359782349741725,"Positive"
"16S","MP retention","corr","16S | MP retention","546733f129f13d3c8ae26b851ef32380","SM1A02",0.317416666666667,0.437378924162257,0.955191320222133,0.359142148002906,"Positive"
"16S","MP retention","corr","16S | MP retention","f9431bfa2ecf5582f3368530f500f360","Cephaloticoccus",-0.300066666666667,0.440689131393298,0.958349294541974,0.355867660255051,"Negative"
"16S","MP retention","corr","16S | MP retention","c91235968ea14ce60ae7e2fa8b3aadb4","Latescibacterota Phylum",-0.308116666666667,0.440985615079365,0.952052065699401,0.355575576957437,"Negative"
"16S","MP retention","corr","16S | MP retention","75be173a247f45982f4a2cb43413959e","Margulisbacteria Phylum",0.31595,0.444150699955908,0.953787222557935,0.352469649131404,"Positive"
"16S","MP retention","corr","16S | MP retention","949a525dcd53e0d62b3da8c15a35ac5e","Paludibacter",0.3189,0.449092405202822,0.947008127305972,0.347664289418237,"Positive"
"16S","MP retention","corr","16S | MP retention","014352bcf6655dd583fa4d8f82cc110e","Ga0077536 Order",-0.296166666666667,0.458161678791887,0.957993775914753,0.338981238553892,"Negative"
"16S","MP retention","corr","16S | MP retention","55fba7b4dd6e9303c85c5a54e0251df2","Pirellulaceae Family",-0.291366666666667,0.464998765432099,0.959268233756464,0.332548200156796,"Negative"
"16S","MP retention","corr","16S | MP retention","5750c52ff8a6d630568878d3c75f5719","Rhodovastum",-0.2958,0.465150507054674,0.957325837464909,0.332406501287823,"Negative"
"16S","MP retention","corr","16S | MP retention","279ec18ace7a45fb812a87c1452ae4c7","Peredibacter",0.2952,0.466882914462081,0.955458458127319,0.330792018745585,"Positive"
"16S","MP retention","corr","16S | MP retention","f34cdcd73e535507d29c29b19d01f658","Rhodoferax",-0.281733333333333,0.468307699514991,0.962953850666739,0.329468701860488,"Negative"
"16S","MP retention","corr","16S | MP retention","b072d941e9760e0f31dabea3f54dabb4","Hirschia",0.29125,0.475783278218695,0.959537683367274,0.32259082565513,"Positive"
"16S","MP retention","corr","16S | MP retention","3e125655918e305a3842a79b6972775f","Rhodovarius",-0.280833333333333,0.478132820767196,0.961952417672916,0.320451443736014,"Negative"
"16S","MP retention","corr","16S | MP retention","5bf4a36e5d700bb19dec3ad7c835c355","Myxococcaceae Family",0.283683333333333,0.481888255070547,0.954274825000095,0.317053658509356,"Positive"
"16S","MP retention","corr","16S | MP retention","5ef8ac97132e326623e1522494b53da4","Ferruginibacter",0.2741,0.488732445987654,0.963288159307442,0.310928828056651,"Positive"
"16S","MP retention","corr","16S | MP retention","655724c09214381456a8d7d80dae06a5","Inhella",0.285666666666667,0.488996395502646,0.955376537595807,0.310694342142393,"Positive"
"16S","MP retention","corr","16S | MP retention","1d2e606796281040981e67f350b44a64","Telmatocola",0.275633333333333,0.490953560405644,0.961078397322886,0.308959586112091,"Positive"
"16S","MP retention","corr","16S | MP retention","57cc612b2c98b7bf0b8ceb6b41156098","Nitrosomonadaceae Family",0.27715,0.499521505731922,0.960383168155904,0.301445809500765,"Positive"
"16S","MP retention","corr","16S | MP retention","56d37d5bf0c2169e087e1488886eefde","Oxalobacteraceae Family",-0.264566666666667,0.500552535273369,0.95920904426322,0.300550334604288,"Negative"
"16S","MP retention","corr","16S | MP retention","63820f46e57cedc43bc2049e9ec55c90","Leptospira",0.266283333333333,0.502421401014109,0.954716453932438,0.298931869779653,"Positive"
"16S","MP retention","corr","16S | MP retention","32f0aa4803c737f5e8faa974e0311513","hgcI clade",-0.2639,0.504599366181658,0.958607024067985,0.297053299327722,"Negative"
"16S","MP retention","corr","16S | MP retention","1f22ad120bd713347ac5bcd1c282c459","Planctomycetales Order",0.2673,0.504977199074074,0.963221155746073,0.296728230871171,"Positive"
"16S","MP retention","corr","16S | MP retention","1218881a7c5a7c49ba20eec9fd2c8822","Anthocerotibacter",-0.263033333333333,0.506916087962963,0.96404040486871,0.295063925382108,"Negative"
"16S","MP retention","corr","16S | MP retention","dd1eab022bc2139c01059fea8516397a","Candidatus-Aurora",-0.26005,0.515244571208113,0.965052179155157,0.287986575398882,"Negative"
"16S","MP retention","corr","16S | MP retention","41b31e5157b8f7cc4a97f75ffd2721c2","Ephemeroptericola",0.2373,0.519928185626102,0.958146927207823,0.28405663855779,"Positive"
"16S","MP retention","corr","16S | MP retention","01b68a73918ddbeb33c8a52479d04cc9","Cereibacter",0.260333333333333,0.523368413800705,0.962480029532103,0.281192491336936,"Positive"
"16S","MP retention","corr","16S | MP retention","d31ad72aeb14ee971ee067a2333cf290","Nevskia",0.25585,0.524835482804233,0.964558532768468,0.279976811084466,"Positive"
"16S","MP retention","corr","16S | MP retention","63db7f6c50a12ccc802939fa69051820","P3OB-42",0.256833333333333,0.525086513447972,0.96468080882954,0.279769136179414,"Positive"
"16S","MP retention","corr","16S | MP retention","8df5a5aaa4151285e928fba5be95a4d3","Rubrivivax",-0.253316666666667,0.525358272707231,0.966290766536472,0.279544424607914,"Negative"
"16S","MP retention","corr","16S | MP retention","a56647b812e192e97e47e0da77055c02","Diplosphaera",0.226183333333333,0.527821786816578,0.958940099922426,0.277512687441212,"Positive"
"16S","MP retention","corr","16S | MP retention","4b654cb5174aaa9d81cff579e73716ea","UKL13-1",-0.25585,0.529088260582011,0.963879170043043,0.276471874493297,"Negative"
"16S","MP retention","corr","16S | MP retention","ad9cc38b5ccf51413138567ba4f60b42","Babeliales Order",-0.253683333333333,0.530544080687831,0.964753992048867,0.275278526552152,"Negative"
"16S","MP retention","corr","16S | MP retention","3d732176e8411901adecee466e9f98f3","Chthonomonas",0.245766666666667,0.532478995811287,0.960879272777538,0.27369751874963,"Positive"
"16S","MP retention","corr","16S | MP retention","72d690501e343840c31a1f7abf932868","LiUU-11-161 Family",0.245166666666667,0.540035841049383,0.963315252757384,0.267577416004006,"Positive"
"16S","MP retention","corr","16S | MP retention","43f8d1ced946461f54ea0b5b7001d5d6","Microbacteriaceae Family",-0.242066666666667,0.549943909832451,0.966299298887177,0.259681603037509,"Negative"
"16S","MP retention","corr","16S | MP retention","4112eeace57200636aefa80277a9968b","Simplicispira",-0.22855,0.550382886904762,0.96152558520099,0.259335078112612,"Negative"
"16S","MP retention","corr","16S | MP retention","0037bf46a14f07d53a962544a41810f3","Mucilaginibacter",0.2035,0.551801515652557,0.963177679273913,0.258217110963325,"Positive"
"16S","MP retention","corr","16S | MP retention","c6a33d143b0b1bcf4004c909a4af6aa8","Hyphomicrobiales Incertae Sedis Family",-0.2207,0.553155649250441,0.961794283000365,0.257152647901021,"Negative"
"16S","MP retention","corr","16S | MP retention","3c0cdd40fd8071ed3f6adecf11b9c773","cvE6 Family",-0.23455,0.557480946869489,0.966451249768069,0.253769970989838,"Negative"
"16S","MP retention","corr","16S | MP retention","84e1f74b7363f0321d0df8986283c5fa","Nannocystis",-0.165716666666667,0.561891132054674,0.964636296749848,0.25034782202525,"Negative"
"16S","MP retention","corr","16S | MP retention","78138acfd5cdc5f744db1dc70f3860f6","Candidatus Finniella",0.21195,0.562824592151675,0.965907455631372,0.249626934687122,"Positive"
"16S","MP retention","corr","16S | MP retention","8f0fb68673a8b3c26f3fd210e29b7916","Clostridium",-0.161,0.563703020282187,0.964750069566147,0.248949638253479,"Negative"
"16S","MP retention","corr","16S | MP retention","c3dc89741dfcf91fff80a6b385f9a10e","NS11-12 marine group Family",0.230566666666667,0.567217708333333,0.967938542784676,0.246250219095442,"Positive"
"16S","MP retention","corr","16S | MP retention","7f60fc3cb896896f7bdb1eca264a3682","CL500-3",-0.214733333333333,0.568021527777778,0.968490719969855,0.245635204398268,"Negative"
