"marker","outcome","arm_type","panel","asv","taxon","rho","p","eBH","neglog10p","direction"
"18S","Plastic level","kw","18S | Plastic level","36494d1abfe65519ff5e86885c515643","Perkinsidae Family",NA,0.553297320960875,0.786733210770764,0.257041432613836,"KW"
"18S","Plastic level","kw","18S | Plastic level","30c9f9bda9193274e219ca436e604ad3","Woronina",NA,0.559501104413086,0.788138483177589,0.252199051870152,"KW"
"18S","Plastic level","kw","18S | Plastic level","e2c4a67e16929ab4d9e02fef41430e09","Stramenopile_sp._MAST-12_KKTS_E5",NA,0.564322022846762,0.792938857539958,0.248473000918697,"KW"
"18S","Plastic level","kw","18S | Plastic level","8e43b89e290b654cb1d49e9655f1ba1c","Ophryoglena",NA,0.568546656600718,0.792469685906112,0.245233890039034,"KW"
"18S","Plastic level","kw","18S | Plastic level","6ef916712714691608f37f2d7128eb0a","Chaetosphaeridium",NA,0.573908238984277,0.787002593089131,0.241157540508794,"KW"
"18S","Plastic level","kw","18S | Plastic level","f0f6beb26af0084aad027e4811868528","Leptophrys",NA,0.588339666468337,0.792512173209034,0.230371870042651,"KW"
"18S","Plastic level","kw","18S | Plastic level","b6a3f7079473a201ef82a841d8c4aace","Dinophyceae Family",NA,0.590038466044349,0.798445664801106,0.229119674720143,"KW"
"18S","Plastic level","kw","18S | Plastic level","12fb51bdced3037cba798b9c29b9934d","Stenostomidae",NA,0.593616734680308,0.798352491764259,0.226493864338076,"KW"
"18S","Plastic level","kw","18S | Plastic level","564abc0948938adda161516c1c944daa","Cladosporium",NA,0.616923982953057,0.807998107205178,0.209768346206474,"KW"
"18S","Plastic level","kw","18S | Plastic level","43aa938254ed923d5643f93e8412cf97","Novel_Clade_10 Family",NA,0.618409075965893,0.812357379015851,0.208724145200694,"KW"
"18S","Plastic level","kw","18S | Plastic level","4f172de36683a7dc019d0bb2b4bf7da6","Zygnematophyceae",NA,0.619622417590992,0.8137377727429,0.207872878098202,"KW"
"18S","Plastic level","kw","18S | Plastic level","e0d1893f46fcacd8b94ca446ccee60f3","Platyophrya",NA,0.651016606057392,0.823690296218257,0.18640793335637,"KW"
"18S","Plastic level","kw","18S | Plastic level","2a411987523404171958672cef2dcad6","Salpingoeca",NA,0.663468063462459,0.833530821848805,0.178179977390108,"KW"
"18S","Plastic level","kw","18S | Plastic level","61d024603eab711d331509a6946899f8","Flosculariacea",NA,0.711669479960146,0.851542359419298,0.147721658550068,"KW"
"18S","Plastic level","kw","18S | Plastic level","2423393b0e504c238656a658012b9834","Sphaeroeca",NA,0.789013700371247,0.891264763141156,0.102915455670206,"KW"
"18S","Plastic level","kw","18S | Plastic level","d7f9f7ea9999d826f2ad64a0cb5a20e2","Diplostraca",NA,0.793960386450968,0.890549570452086,0.100201165551404,"KW"
"18S","Plastic level","kw","18S | Plastic level","f52578b62d6bb52edf094776460ccce6","Botryococcus",NA,0.880212187638489,0.934170237001809,0.0554126223812321,"KW"
"18S","Plastic level","kw","18S | Plastic level","d466c0a68d022c8b4a8efc06806680b8","Alternaria",NA,0.919551419453528,0.953204440003323,0.0364239808788012,"KW"
