"asv","Genus","clr_1","clr_0.5","clr_0.1","rclr","rclr_optspace","pa","n_transforms","transforms"
"4908860ec5698faf7d674e649045fca3","Bursaria",0.0307987129678956,0.0304665290988772,0.0278998227985697,0.0301780891041708,0.00562049116628044,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"4d3f6807d123f7d12a47eec541e018e1","Carchesium",0.003329193474484,0.00320778082914221,0.00353385446710227,-0.00104713875603882,0.000101673040506599,0.00214030183640486,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"1855ed4ffbfc852ec5697f092cf1b9a9","Chaetosphaeridium",0.0118294514857703,0.0119807261841328,0.010543784792256,-0.000139206698568376,0.00559325983558899,0.00248221656988399,5,"clr_1;clr_0.5;clr_0.1;rclr_optspace;pa"
"0a5061a4f206b4bd4e1fce962ab5172c","Chrysosphaera",0.000188590573045584,0.000238632534729259,0.000101725035368355,7.25971391905882e-06,-0.000628088351264185,0.000415274585429084,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"06cd53a450c53873d575d2eaa59a9b68","Flosculariacea",0.0243113192682381,0.0237390128173668,0.02321403988344,0.0299088444234566,0.0101934759575794,0,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"a6a60310ff83cecbbb62160fed312064","Monosiga",0.0062466825458338,0.00687764362703945,NA,0.00180240604144071,0.00258391300498903,0.00648692001943635,5,"clr_1;clr_0.5;rclr;rclr_optspace;pa"
"17d224cdd06ece776f3b3a0ce507e00e","Ochromonas",0.000520639241251952,0.000729443701626675,0.000343485200541172,0.000377936978007115,-0.000786216676735268,0.000221014283922772,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"e1da61d677c76d9774cb53cd2e3c1e8a","Ochromonas",7.12184185987657e-05,0.000284556024787938,5.77611713789448e-05,0.000424469738191671,-0.00101370892941333,0.00252662068865131,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"fae1597729038425c51240c8b2dc4c2c","Oedogonium",0.00561645911896794,0.00524741376189165,0.00597766379803291,0.0134415596739348,0.00695264948900999,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"4bb3924a5ab6ca67ef1a2c68acd8df01","Ophrydium",0.0158329145495672,0.0151211639269809,0.0135059758014246,0.00716703155649618,0.0191644492310622,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"16b4cdc34a6e7058c9f5300872db9ee6","Ploimida",0.0272418939826804,0.0263310766875254,0.0263836348968281,0.0282634079765911,0.0194037293176357,NA,5,"clr_1;clr_0.5;clr_0.1;rclr;rclr_optspace"
"0342c29b0a2a2110cd9f91a0ef05c84e","Stenostomidae",0.000188704781861801,0.00017597396453331,0.000317266909565716,5.45533163694936e-05,NA,0.000517462328994148,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
"30c9f9bda9193274e219ca436e604ad3","Woronina",7.54692435502667e-05,7.54692435502667e-05,0.00012495219473329,0.000266173061294798,-0.0056973362355772,0.000249773312682279,5,"clr_1;clr_0.5;clr_0.1;rclr;pa"
