ASV	WS_A_3	WS_A_6	WS_B_3	WS_B_6	WS_C_3	WS_C_6	WS_D_3	WS_D_6	WS_E_3	WS_E_6	WS_F_3	WS_F_6	WS_G_3	WS_G_6	WS_H_3	WS_H_6	WS_I_3	WS_I_6	WS_A_9	WS_B_9	WS_C_9	WS_D_9	WS_E_9	WS_F_9	WS_G_9	WS_H_9	WS_I_9
35bf567402ebef3b22c2e0dc8ac4bad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0
24e3f503f26a7562d6c1e7e0c18160d2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
65abe838981b2ef1de637c5a9ddd044c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
0be70cb820bd074f0f080914da02851a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
8e0c72d4d0ed5cf259fa2d40ff649a2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	6	0	0	0	0	0
53fee4d38c4f352835cd26f1659aa0ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	9	0	0
b97b7cb38c410c3890a5b75db9547581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	9
fbad18c3ae18085050f098011a7a12df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
f9b8937880f0cfa0af5a8b043f6b1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	3
a11c171910db4e3c0b10f9d01fb4e310	0	0	0	0	0	6	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d789d0f82927e0c7330f2ce834e5dee4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
648af8f49da3c415b7d48d50527eb906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
669374f74ef0f97b42c1f7a2de3c5f21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	13	0
53907ff9f69889d8f5ec10b9eafa2582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	2	0	7
5bf4a36e5d700bb19dec3ad7c835c355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0
8cf747d7da9912614fbc83650756f38a	5	0	0	0	4	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
08b1fcc82260b84c0e830a98eb9bc0f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11
a56647b812e192e97e47e0da77055c02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8
c35a6b2972c0b43c6d587fb0018a0a66	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99be950acd04b1895e6a527e017fcfcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	12	0
82cd765fe66b316bc9dc6067bc630950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
5e1b9a1b247f6eff58aee22d086ba494	0	0	0	0	0	0	0	5	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16c64cc96f978d2d7e3599c54f801841	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
309763825fab6a5c528d312c01ff6a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
328990122454db415c3696781e42778f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	6	0
dda465c26be95ed7df6bf5e5b57d734f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	7	0	0
05f053268f65beb905f3509fd0cbbc75	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0
ec0f2c0dafb364dfe9e9044a2db5f8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
567037b76467291675d0b612172a08f4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ab587086612b3f90a622170ebc68beda	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
fea0e679788d0a7a188a9bb16685a482	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	4	0	0
5fb691caf53996697fc5745ffa6620ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0
d9dcbc9bb7997abf0fb6cdb7e2e0bddc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
8feef3ba03b14622d6d78fa37be76f0f	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0
ead072edbb79070120f1365598e0f8d9	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
6b7b7dab05201afe4a91edb3378fa4c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
7334cc4e674b5e9d56db1a9081437f8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8
73d826dabdbddbea0bd4551bb3d87046	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361c706511fb080d91d06d9131640d79	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e8a6238d2b8e06fe07982db5f2dc2db	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcbcb5e88dfa88b9e1f0540068190969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0
390aa0ead006d38972199206eb2da24e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
d6e51b8f8eef0b2c0b60de5305c76a06	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
6cea8fc984ae5d679e9fd6eb7194ab2e	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe3d89d3013a6f723037fa55d117a00a	0	0	0	0	0	0	0	0	0	0	4	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
7b273d2dad333af35713a60201fc62a2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77a1e8bc25be2a0afd352762ed9497ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
c64c41f875cd1c5e7956defd7636ec5c	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee0531c484ac5297d9cbab9c863209e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
3e1a26e59596ea4b27910d21a7f2685f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
c9e44ff8f25329e24d5d7d46c392f300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
dce8015f39d9798f147e574a87ea5e36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
95c48655f0148815bbbf1c9613744284	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
9859f9abd9b5c6ab737a217df9031178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0
7c7e089bc4655765377fce35979aa564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
a1fffdb754ecea6af7b515501bf9e232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
d2af52fc6f48ab4d05c96dad9527d8a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
49c12f687ae97e8d7c62a1c907496c38	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc2c882b21321f1f03203240d266974d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
ba42a5a4e3cc6a001ee9834d97e3b8d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
363b27152873e8e8d486e7c2508d556c	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
c428552adab88738378b4fd67be5faeb	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293961231ffeb38178418da004dab137	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	0
066bdc6b07d639ce14965f03719d3003	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
5b9106f4a290708b7321aa04a4e935af	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be20ec180a3e87677cfac675ba14e43a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
6068865e896e739f4f7cfcffcdf2097e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
98f21d2c01a35368825b60358c6f9e65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
4ff8c785a0f341fa5cd09b1012ead13d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
8402bd7efed67881d54b1987727d8233	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	2	0	0
bfec5ed9406b880de63428987fa746c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
264dab11766c188cdbdb62a233fa738f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	6	0
1ad0767f609e8128a0956d34b20ca941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	6	0	3
cbe9470a8adca07f891e2f0f3fc7bb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
c9c1674358e59d99dcbf35c423f3b45a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	4
b5e6d073ba80b055fa84cb7c17917c16	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a6c5d49c9ca476a642dc4e3a0e01cf4e	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13
9c0de7908dd6ef3d536b42d9e11e0779	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c6439ca3120aea780486afc69eecd799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
d15bc449222795a9ff230013aa633686	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
f47beff0fc3748fcf424bf33bc490cf2	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4ff6eac158dd0bfb921cead1a7b8fe4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
676be6946c5bebfd21534040aee59026	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
c7dcdde29a07f74afcb7b05afe89fc85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0
2dea55c454f4c118850702ec48d18339	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
764602ad0d70f46c0d696463adc0de3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7
4c06bb79b0e22b616bf426c36315a839	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0
35ff2ab3cb9e8eb0463cb2a5b057f5ad	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27943c83fa60730806cd70b81de2eeb7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
772ad1eb60ac8444ec6adcaf9e9777c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	2
1c9e537f2ad0d8bd38f7fb334f819285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
cdb98232d060d6a24d8724b980692349	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ec9562edcf3986f9a56ee377d8ff737c	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c0806de7abbc4d5b5983b379469f665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
b33790453cf414d7f6405eca55d6ffda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7
8830d40fc65b9df7c01bb18f7caf52e3	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
0de2768e56408332050e94db50b132bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8
12aa66714d67314625fa1a86ac36c70a	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
a206f4e5cc5c438c2502ba350f9b0483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
f79378a016db03388b2f51d9453e9200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
819dc7a0571d2c2c7ac7ad18bd089fd1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0
4e07c2c301bb745946273615a3994920	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6bbcb4292f5dd9e430a094671fadfad2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525067d1f4524c9a621906aeee04aff4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
09567ab8308ffd63e36ebed6a695a083	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
524383798a3b0e7df712be516de32f97	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352dde756d6eb85c2bcf05904b621f64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0
e1f4fc343d1751bfb99a62b134241ca6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
965262ac6958f858ecd36c349c276af4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79f201cc5f6d5412bac869b35cdf0f15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
5ccff1b72ae14966c3599f5f11361535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
47b7d1f8ec81c6315df604066989b8da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
e8d79105228061b51c142e647eec6c36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0
23fa3fd77426e244886f422dc426c62b	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0
a92a9f87e0b15bdc4e460ef8b4452337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	4	4	0	0	0	0
a53d72f28cec4cf981893cc41ee32fe1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1006e927ab020f09a257f66f74fdbb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	2
b39ca1a7d195b93a972638db71b14bb3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
364ddc4cc629a823bad9b38ab3051d9c	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
7d13c1f84e7aedf6be3e6645f31f58b6	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56635ce54e720a5b61c59b8b151e716f	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20b9122c02bdd6637eb829547039eecd	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515477db745df746475b3a1fde18fa93	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
1a7b24ecf5f7b33391a46db485f86f95	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
e04f09972531a8786b4a538d5c573c18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
f447af7c4b569979c11916fbb182be2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	5
f5c0f385788226d8ee99d3cd3b9dedbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
7edb4e0c95b9fecd08046d75a5195d5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	7	0	0	0	0	0	0
d28523dbb8637b24218b6058c04a7f1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
44544dbe435c721f67d662e7f972ee2e	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
719a8299df0cad4e2206afaf40878439	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2
dd0a8be594bd6d7f08121de2aa5df471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0
5dd6c9146098965d4482a0eaff0dd450	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcc6da5f621cbdfc1f0c9becbac6cdff	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
7c11339471009759b1ec16ce09429af8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0
0b1f19705b1120249ec3d2bd3731d001	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
8f05e134b87529e192357bb6694f36fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11
f75f6b4fd8fe739126181860c1c544c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
f9c1c7de158ab4d555ec46bec26478f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0
c85055b78945eb6958b46ad9d42bcb97	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ac3038f30349d8bdfba3048ed96b456	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
3f7ec37d1f792564cf6b04468d0281e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
40c4071daa333469aa31784378cff42b	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
e3819c1d0759ba90ea94d2cd666d980a	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
93fcfa95ecb56a468efb161fc892d640	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42a6276f47de8563415178999d621232	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0
7b50b128091eec3a5fd77cfe8b3418fe	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ce118152703d3c7c96485fc47e0b2936	0	0	0	0	0	2	0	0	0	8	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0b894102ebf8826df3747d1abbc9a9ed	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0
c1beb93e8aa3667aa39a10f0f902c94a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0
a7b1d9c55df8e3d171e92e388a564d9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
0dc4bb25d6e35e6871f3b1f76a2e4429	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
fc1fcca2d767c9f34ff18a3b36338076	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
21e3f62e78ce2d453a9afceafc4ca719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
d9bc574dc7c19ea11659d305796cb9a5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
00bf31909f8c0481b200874924d2f777	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
cbd7f44bbfb028040dd62e6da57bf2a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0
ea14ea375b05b4ec28978ccb4b40f783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
2c1f693832b28d9df00b5821e93593e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7
27dd7e35cd564c093c78eb0ccb36c808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0
7aa296a83618a2da60c17a57d6239885	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
8f0fb68673a8b3c26f3fd210e29b7916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0
050ec895adf1201e083f169f9544207a	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0
9eff03c5f36c35343fe184c566ff038d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0
950af2a4af8dfbd9f1e3c9bbb91c29bc	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c912bf673c372725813dd18abc82ea0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
0e3c805a11a160d6c1510aec36dd7666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
c7acee529d50ca5e19f817efbff81af9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0
8a0e773e30d1196a0eee2ea05be11f92	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
97f80a67f8d4cf450d5f5e1156a4e620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
02bb5315c8f31f8e9701ff5323c71c25	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
108a4f6b021da89776727f42414c81be	0	0	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
3a12093e85653cfffa43246319883f0f	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
e50a50d4bd03e9347d5caf3397469f60	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
352c462e5a784ab4be6391c543e259e8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d34e514b2d0d3a14fbfa27a9717f5ae	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f88e53f96b3a55d335863da8e5aca730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9
f469a50ecad506577bf00c58ddc3eb91	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90fbad6590399cf67234394f0a492f9e	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
7a08414598e86efc2ab891b3266df8bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
c67a18990a8ca817c5574575c494985e	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
053456eb8058c529fba911ffb0825409	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
