ASV	WS_A_3	WS_A_6	WS_B_3	WS_B_6	WS_C_3	WS_C_6	WS_D_3	WS_D_6	WS_E_3	WS_E_6	WS_F_3	WS_F_6	WS_G_3	WS_G_6	WS_H_3	WS_H_6	WS_I_3	WS_I_6	WS_A_9	WS_B_9	WS_C_9	WS_D_9	WS_E_9	WS_F_9	WS_G_9	WS_H_9	WS_I_9
55fba7b4dd6e9303c85c5a54e0251df2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	24	23	40	0	0	24	26	0	25
0e1a21f014887edc560531b0c9d0e691	36	0	0	0	6	0	0	0	5	0	0	0	0	0	12	18	5	15	0	20	19	9	0	0	0	27	0
a1b8a3d533fc1264a049fa2e9aea856d	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	117	0	13	0	0	10	0	18
535d90a8b6d18e5de86b35a5dc0e769f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	71	14	53	0	0	9	0
df04f8d9fc9d25895c7f1ab99d11d204	18	0	0	0	8	0	0	0	29	0	73	0	0	0	14	0	28	0	0	0	0	0	0	0	0	0	0
5cc994aa39f5a3988c22bf11acb598eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	52	33	0	0	0
235a89f255d93a7570269a56c53dba64	123	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
134bdbaec661c28d109690d78b59214b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	40	0	64	0	0
79c9235ff041fe76f6dc89a18c5a222a	132	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507a6369a5206d148d47a0a854321ed5	0	0	0	0	0	0	0	0	0	10	0	24	0	9	9	0	0	41	0	0	0	0	0	60	13	0	0
ab6b7b90747341ce39f82d0a22a1d37d	0	0	0	0	0	4	0	0	8	28	0	6	37	8	0	4	2	13	0	0	10	16	0	0	30	0	0
92886da043b3cfb88c385fc9b72752d5	0	0	0	5	0	35	0	4	0	5	0	5	0	0	0	12	4	24	8	0	39	0	0	0	0	7	17
b7a6de9f78e6c96910566ca3f2778318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	10	43	14	0	56	0	20
682ff22f9b2fa50bafc9fcf5322839eb	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	19	0	38	0	16	0	61	13	0
0037bf46a14f07d53a962544a41810f3	8	0	0	0	56	13	0	5	0	0	47	0	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0
981316dd1f4cd311c729bcbf54ab7a18	0	0	0	0	0	0	0	0	0	0	41	0	0	0	13	9	0	18	0	0	22	13	0	0	0	0	47
3604ce074535a3b0d8b1c5e705ccf8da	61	0	3	0	21	0	0	0	4	0	63	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0
156b17643f8da261e1220bc51e6c3b26	4	0	0	0	0	0	0	0	0	0	0	22	0	6	12	34	0	0	0	0	0	0	0	0	0	38	47
a738568b261166a672bdd2c51055fff7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	84	0	0
73371cded800adb358f332f4a01ecb96	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66d11ae6df2db29b267986da808e1eb5	0	0	0	6	0	56	0	0	0	9	0	42	0	4	0	0	0	44	0	0	0	0	0	0	0	0	0
c24a3ec7f77c24ee068433ceaa661fbf	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	56	0	8	0	0	0	0	0	0	0	71	0
e1849783128402e6f93a724853ccac26	50	0	0	0	3	0	11	10	0	0	27	0	0	5	42	0	9	0	0	0	0	4	0	0	0	0	0
d922e28fdfb36aa671e51df99219225a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	66	0	0	60	0	0
7558ae080e554f69632fa9f0078925a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	33	17	17	0	30	0	49
092110610de5665acc86a85cfa7a1192	0	13	0	14	0	37	0	0	0	0	0	0	0	0	0	43	0	23	0	0	14	0	0	0	0	15	0
8c14b4402f8881f0e3fcaa9a7021c260	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	0	35	28	12	6	0	0	33	22
571bd9d7ac39f0ce24aeda9319d55cb5	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	3	3	0	0	0	23	55	9	0	0	23	30
68991ba6806ac5e5437c8eca38328283	32	0	3	0	33	0	7	0	10	0	25	0	0	0	24	0	22	0	0	0	0	0	0	0	0	0	0
0263d79ba5568fc313b909925a8607ec	86	0	0	0	0	11	44	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
63afe8e6aac58bf0d670a82ca5bc574c	0	0	60	0	68	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
41ed57b340770fd925d1a9676354e936	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	10	0	7	40	23	0	8	10	27	16
099a757d13822df0ea487ebc53fb28b1	98	0	0	0	37	0	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2e9efbeecb4de61ecc8d6522aa8d3410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	54	27	39	13	0	9
41c1fcb36dcb55d039e0b7b5d91af906	24	0	0	0	23	9	0	8	0	7	42	7	0	0	15	8	0	10	0	0	0	0	0	0	0	0	0
6510fa10b181e1f66b763278c64bf2ed	0	0	0	3	0	4	0	12	0	0	0	5	0	0	0	0	0	4	47	0	0	13	8	17	16	12	12
fbfee09f101ae190f8e63f6728890c4c	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	12	0	10	11	13	10	23	45
711287bfc8816a864204f4cb9a694d81	56	0	0	0	3	0	59	0	0	4	11	5	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0
2e63a346769e0a62350ceaec77aece4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	39	26	8	8	0	0	7	53
addddbfb2bfa7bdbaecca76968ec8a9d	0	0	0	0	38	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
e390c9c0c3358a0d0b8f272821e949ea	0	0	0	9	0	10	0	0	0	11	0	8	0	0	0	15	0	13	0	0	20	21	0	0	0	15	28
0f5f48d793a468de8ec2131049a25f1e	0	0	0	0	0	0	0	0	30	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5e343df0faf5071bc1a13623a27ed42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	32	0	14	22
01a39e9a8dfb99771df440cb5631c036	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	7	76	0	33	0	6	0	0	17
3b50e9874fa67e04b49f5a59ecf0059a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	36	8	0	7	20	35	12
868e0165fe32a8925b7f20afa5e1dbfc	51	0	0	0	0	0	47	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ef4319a94221fafc839265dbc876e8a3	0	0	0	0	0	0	0	6	0	0	0	17	0	0	0	11	0	0	28	0	0	4	0	21	12	48	0
a57958824ad97eadb0a357c50770c8d7	6	3	0	0	0	7	0	3	0	0	3	0	0	0	9	0	0	4	6	0	55	4	0	15	6	12	14
75019f34276b344526a34ea0085d9699	7	7	0	6	0	4	0	9	0	5	0	0	0	0	0	0	0	2	0	0	11	30	10	12	40	0	3
27802da899201a0ce58d65877a284e0f	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	16	0	104	0	0	0	0	0	14
101e498d32d01c683b937a772d4f6bb1	0	0	0	4	0	8	0	2	0	0	6	3	0	0	0	7	0	10	3	23	30	10	3	0	13	13	10
22aedf9abf7a24a2596726b38435025a	91	0	0	0	4	0	13	0	2	0	14	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0
84f419d5cf131b892329cd2ba48c3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	13	21	52	39	6	0	2
7de8357661e8182771db98b376924183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	35	21	0	24	0	45
e0b7f564c6a0ff41381e27c3c2d927a6	6	0	0	0	0	0	0	0	0	11	31	0	0	0	17	23	32	22	0	0	0	0	0	0	0	0	0
a3d4350e043e77afc309947a15c82d7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	30	13	58	16	21	0
36ebd4c53a9044649464fdb812858a9c	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	7	35	4	3	13	12	52	8
cc433498d22a69037fd62e082ce6a553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	75	26	0	0
6d766f67b6bd03ae7d1de4c4fc15b47f	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	53	0	0	16	13	12	0	0	0	0	25	16
c20597483c5e833f5d69323daf1404f7	0	0	0	7	0	21	0	28	0	8	0	9	0	3	18	22	9	15	0	0	0	0	0	0	0	0	0
a88f20e5316581a013745e290c1b0fe3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	0	24	0	0	82	0	0
29d0afa3094fe186f16549507e5d86f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	51	0	0	0	0	23	40
396bbebd81d93d6c824d49cc652eb76a	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	5	8	8	6	6	44	0	0	9	0	0	22
be3ffa6c8963d87f2f7fa012a5e25fd2	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	10	16	33	12	0	0	38	0	11
397b07e101ae58ddcc3691dd961427e5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0	22	9	0	0	0	33	0	35	18
9cdde29fca3a13e2e0f5d96088860c87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	23	0	0	10	0	71	0
fd230d8df249293cce9223b0e5bf91aa	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	45	0	0	6	0	0	31	35	16	0	0	0
5d5986ea5805e6efd33ec1289855180d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	26	9	7	11	21	38
51547ed60c447cd9960c5e6b5ab82556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
3078d0e997dde104f7d25c0dd9473003	0	0	0	0	0	34	0	0	0	0	0	24	0	0	0	0	0	29	23	0	25	0	0	0	0	0	0
4403256662fc860fe5f0b72921a55723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
76169cba023a251c6039e08cff9ab028	0	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	11	7	0	63	0	3	0	15	0	16
eaf8b99ff3366330dc39dac3749cbd0c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	12	3	0	0	0	69
0fa25f0d48b48d663e57e7661b6cf163	0	0	0	0	0	0	0	0	0	0	8	0	0	0	79	0	46	0	0	0	0	0	0	0	0	0	0
2d00e465ad18c4731ecf9573550ac73f	0	0	0	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	62	0	21	0	0	0
23268088bd10c577a5612139a7b642fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	0	35	3	0	19	26	15
2bc49d794ab0882ffaad96655d12bfdf	4	0	26	0	7	0	8	0	5	0	32	10	0	0	21	0	15	3	0	0	0	0	0	0	0	0	0
d6c6048d165a11a47c4c89fef20660a0	103	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c84dbb2981ec65ad7c0225b2434c5cef	0	0	0	17	0	26	0	0	0	0	0	12	0	0	0	0	0	40	0	0	35	0	0	0	0	0	0
bd3a368582467fe59f53a1fadbfd7788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	31	0	16	38	0	8
ff5dfe6c03ec203af84d0e84ce603c48	0	6	0	0	0	22	0	0	0	43	0	0	0	13	0	45	0	0	0	0	0	0	0	0	0	0	0
bd9fb85fbc617c063ef39df89e371752	0	0	0	0	0	29	0	0	0	6	0	9	0	0	0	6	0	56	6	0	8	0	0	0	0	5	3
b682b8bcd625f8a99e14785c6dd5bd5c	91	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	3	0	0	0	0	0	0	0	0	0
2e193e82e7000acd47ce00bdd77ed4e0	46	0	5	0	4	0	20	0	0	0	0	0	0	3	11	8	0	0	0	0	0	22	0	0	0	0	9
f3796ecba00f9ee678dec796d19d6763	46	0	0	0	25	0	0	0	0	0	43	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0
1d2e606796281040981e67f350b44a64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	11	51	8	0	12	6	15
724a972773477fbae89d9f74bd6d50b9	0	0	0	0	96	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c467d4b4b5f787571d0b7d72c1504ecd	10	0	0	0	0	0	4	0	10	0	11	0	0	0	65	2	21	0	0	0	0	0	0	0	0	4	0
3106e03dc926c04d6c8f747a70ad0cbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	15	0	0	36	15	19	19
fb2b00a8282741f54559c37f4ce69e20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	37	0	0	28	0	0
f5fcac3487bfbd63f00447c55c4555df	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	72	8	0	0	0	11	19
60b68eea1e4bbbe14572067b57a0c753	6	0	0	0	0	18	0	0	4	0	8	5	0	0	4	14	9	24	0	0	0	0	0	4	0	30	0
8aa08d84d086b866e53d80f8710a685e	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	30	9	9	17	21	8	13
ac0c038536d53cb06ed7077f208d1689	0	0	0	0	92	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	21	0	0	0	0	0	0
6fc0afa4ca20c38dd455d90b8d8099ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	47	0	0	23	18	17
58bc10fe623c029df280600ee460fd56	0	0	0	0	0	0	0	0	0	0	13	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
cae33a7d5f2c2e4efab7a096e71afddf	0	5	0	13	0	15	0	6	0	8	11	0	0	0	0	7	0	48	0	0	12	0	0	0	0	0	0
62b0b243d6b3b2b15948054bc600ff86	9	0	0	10	0	10	0	3	0	24	2	0	0	0	0	0	0	0	0	7	3	10	8	17	0	0	21
07af6b4f17796fe118bf6596872b7db0	34	0	0	0	35	0	0	0	21	0	9	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0
1ba1c6fba5cf7d1a4c6e3caef9e4c813	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	21	10	0	0	7	0	62	10
2d213090c9b91dc31ab95dee752f68cb	7	21	0	9	0	20	0	0	0	6	6	14	0	0	0	4	0	21	5	4	0	5	0	0	0	0	0
79d376976c3bfb5e0a49c1f581b289c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	9	0	9	24	42	0
17c67415d4fb1fb5a6d441f1bfa6b5a2	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1232e5381920d8801e6568e79e46eb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
6b94959874b693c3304e68c57cefd287	95	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
3ec4396785a9238c70607214549fc7e7	4	0	0	0	3	3	0	4	0	0	7	0	0	0	11	0	0	4	0	0	8	24	0	25	12	5	11
e54514f112c0d2e2cf9be32de76bd74d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	23	3	4	22	10	9	12
3d200996fe89b15e015e158a399046e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	13	22	0	8	33	15	0
855f824432d0e3cdf40d4c4c5f5fa4df	0	0	0	0	0	0	0	0	19	0	22	0	70	0	2	0	6	0	0	0	0	0	0	0	0	0	0
27bbab26402d4eec931227b41a8046a5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	30	16
0e43a5ae231c465cac40fead7eb4f508	88	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a34943a25778b88caa26212d23df1c9	0	0	0	0	0	0	0	0	0	2	0	0	0	19	0	0	0	0	0	0	51	0	20	0	25	0	0
05e6f0c7be392dabdf7361d575a66819	43	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556c3d1034e2eec13db898aa075da658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	39	0	0	6	4	14	22
88ce6cce0aa9121b8e8e254a487f6ac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	15	0	0	0	23	12	19
7362889680861045171848cc29118174	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	53	9	34	0	0	0	0	0	0	0	0	0
aa6b85034939de8fc7aa9640914b3b01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
32982af14a72d3056a596a476694b112	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	24	50
c2a3d76758f164ed71da2dd915cdbd37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	20	0	0	0	16	48
89c76625e45ab0499f29cc2dc2beb69c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	52	6	11	20	3	10
580af75f0884ad9152e580e8f940a889	15	0	0	4	8	16	0	8	0	4	12	16	0	0	5	0	0	7	0	0	0	0	0	14	0	5	0
1c2b8892a0d7f828d72808cd01cfd199	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	17	11	23	8	0	8	5	23
77e31bccffbac2b4ea90e695be65d0d5	3	0	0	4	0	20	0	2	0	4	10	4	0	0	8	16	7	22	14	0	0	0	0	0	0	0	0
6815f1f2c2d38299f363940f8e312c3c	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	20	0	8
032899f13bc0c41bf99f11e19f149dce	0	0	0	6	0	5	0	0	0	11	0	0	0	3	0	3	0	7	6	13	4	7	20	2	6	15	5
c6275d6373d2bb6304760cb609f54f68	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	4	5	13	19	4	23	5	33	0
e02e62f52ae5b6ad31148f0f1639004f	0	0	0	0	0	0	0	0	0	0	19	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
c69962aad1a56cd7400314f370f6e8ba	3	5	4	17	4	0	3	0	0	17	8	9	0	0	4	0	7	7	0	0	0	10	9	5	0	0	0
4e6daac78aba56d068b542be2ae2be6a	0	0	0	0	0	38	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	48	0
c757ad670c5d796cb866c941c62c4e33	0	0	0	0	13	0	0	0	0	0	93	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
6fd05e11fe57bb5ba9fd3b0fdd8b80f1	0	0	9	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd4df754d86be49bd629a82ee124ae11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	38	0	0	0	0	0	0
abb3d31ed1c1f986ddb94d51af8e67ef	40	0	0	0	0	29	29	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
2c3aa33cdb42e74c823f60b98a89d4e6	2	0	0	6	0	10	0	6	0	5	0	5	0	0	0	20	3	35	0	0	0	0	0	0	0	19	0
906a94963ab31008c88d50e34837e105	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a088b189e45f8f5c38cc891834db8035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	15	0	3	52
2b3e3f7cf214cb5c2056486c550b3cb5	60	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c24525e8eccad35e27387f77998cbd04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	26	11	0	0	0	4	26	0
37762c5e9b1d5a5233d6caeef3660d6a	28	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	19	15
f1ad09aa94c9f8d8c3aadb4d2c8e44c2	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0
443cbb31543da9477f5472d3e3b7898d	0	0	0	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	8	0	44	0	0	7	0	18	11
6797a25a8dfdb4774d859b8844087411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	41	0	0
320cc9384b1283db942818bad1d86db0	0	5	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	56	0	0	0	27	13	0
ddfd49f939f92958b1ec816741055348	0	0	0	0	0	0	0	0	0	42	0	34	0	0	0	0	0	24	0	0	0	7	0	0	0	0	0
4dc0cae882161c9c6b83ee6bfa5b485b	0	5	0	0	0	8	0	0	0	0	0	0	0	0	24	0	0	0	23	0	0	0	21	0	8	17	0
be020e867b6fd143d66bdd28c99aa255	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	26	10	0	7	0	16	37
9dd6ddbd8ae7f56f835d14151d843e7b	33	0	0	0	0	0	14	0	0	0	19	0	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0
f2d7d57cf91b34842016b3eac21a2f9d	0	0	0	3	0	18	0	11	0	0	3	0	0	0	0	0	0	10	8	0	18	0	17	7	0	0	10
0d9a85a8f16a66d5dc0e5eacea0c4d39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	35	0	0	0	0	0	45	0
649f026cd615015b1c0f8e760d309122	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	34	7	7	9	0	0	14
8c45d6dd71022de8cedfa07abbd65788	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	6	9	22	18	0	0	6	0	23	14
c5584eb90fd4265eb2e5ecbad9a1e309	0	0	0	0	0	10	0	0	0	0	0	48	0	0	0	19	0	27	0	0	0	0	0	0	0	0	0
d2534f598d640616d9fe4cfb5ef9624a	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	55	0	0	0	0
8d86c76119abb8cee5563d24dfd5019c	0	0	0	0	9	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	0	11	0	0
56d37d5bf0c2169e087e1488886eefde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	11	0	0	0	0
d0c787f177dccc8f247649354da0273e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	55	16
58e3afab2df02845e8c8559084613fb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
f04a2d7063257d451dee16f014b55e63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	21	0	37	22
3bd636495ea065c51147a06fef77565b	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	52	0	0	6	0	0	0	0	11	0	15	0
88f494e2de834afcbe9772bcef429783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
af44dfe01d63277c0c8f6322dc837719	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	17	16	0	11	0	28	0	21	0
667f95fe0760f71f9a6201767fc41b60	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	5	0	7	34	0	0	0	2	20	3	20	3
d45d7276f4fc06b841467886e301fbbe	0	0	0	0	0	8	0	6	0	0	0	0	0	0	12	9	7	45	0	0	15	0	0	0	0	0	0
1c9feadb0e7f79681bb1ab0d9559ddcb	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d31ad72aeb14ee971ee067a2333cf290	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	0	0	19	15	0	21	9	11	6
fbabab2632e34b44615d1ff0bd7a1d81	0	0	0	0	0	0	7	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	38
9fc4f79ba0c4730ce9e833a566a1c088	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	0	0	0	14	0	0	0	12	0	40	18
d60366fe7489b96198458b63edc083d7	6	0	0	0	10	0	0	0	0	0	77	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
77dae89f06ee13745350b1d35399d726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	44	5	3	37
32167752e327f227dbb2a4e4fdcebe9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	31	0	32	0	19
0f7d8e4943025b061ee0dd5580a9a49a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	29	0	0	21	27	0
072232ff8ef32e96c17d16bbd2018ea2	30	0	0	0	6	0	0	0	21	0	5	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
508e4d4db7e2c0220a19fafa294e0670	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	12	0	5	8	16	0	10	4	0	9	22
cec149633e0b0da85f255e25176e291b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	37	7	0	29	0	7
ec1d103f66d06bf61cf3cf6d9bcf8e52	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	6	23	16	0	4	0	0	20	18
6a354927dbf4bf2f90df7c6a9c23fed3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	19	0	13	46	14	0
d3a5ff055babaeeea425e69e726c5255	80	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee2312733dbdbce8f1ca93190e4210e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	22	31	0	0
e6dd8c401e4392a0cfb65bbce7dc41f4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	22	0	0	0	0	0	0	22	0	10	0	26	0
fb310105c72970579faa48a7a322607c	0	0	0	0	0	0	0	0	0	0	22	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
4d72c18203f41a91388b636fc92661a6	0	0	0	0	0	0	5	0	0	0	27	0	0	0	46	0	20	0	0	0	0	0	0	0	0	0	0
