ASV	WS_A_3	WS_A_6	WS_B_3	WS_C_3	WS_D_6	WS_E_3	WS_E_6	WS_F_3	WS_F_6	WS_G_6	WS_H_3	WS_I_3	WS_I_6	WS_A_9	WS_B_9	WS_C_9	WS_D_9	WS_E_9	WS_F_9	WS_G_9	WS_H_9	WS_I_9
17d224cdd06ece776f3b3a0ce507e00e	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	91	0	0	0
d1c740d0de069cc9b3ea9c31c8eba74e	21	0	0	0	0	26	34	0	0	0	11	40	12	0	0	0	0	0	0	19	0	0
0342c29b0a2a2110cd9f91a0ef05c84e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	118	0	0	0	22
90d0ab09c0cb4820fa743f39cc13b781	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6a3f7079473a201ef82a841d8c4aace	27	0	0	0	8	44	0	0	25	0	12	21	0	0	0	0	0	0	22	0	0	0
c1a214750d4f70c5b3eaad99fa8bf63d	0	0	0	0	0	0	8	0	27	0	8	0	6	6	6	0	0	0	15	6	45	32
48e6d4acee78da78d663cbc1e38818ab	0	0	0	0	93	0	0	55	0	0	9	0	0	0	0	0	0	0	0	0	0	0
5b0e3cc89b9de3dd009968cb12d6b553	28	0	0	0	0	23	0	12	11	0	0	53	0	0	0	0	18	0	0	0	0	12
b4a05a6c031b80937027725c77bc5f9f	14	0	0	0	0	0	21	0	26	0	0	66	27	0	0	0	0	0	0	0	0	0
6759139b37207cfdbf34dc1b5a6d3661	0	0	0	0	0	0	26	0	0	0	0	0	11	6	23	52	0	0	0	5	15	15
f86f496b40a34825aa3a2b37f9a4fe8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
208f865c5220574a91a1597ae8f9efe4	62	0	0	0	14	0	42	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
074135824b825760c90d1f354e5e983f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	22	36	79	0
8866915da579aa7e4c740e1454c4a844	13	0	0	0	9	41	0	0	42	0	0	0	17	0	0	0	0	0	22	6	0	0
c9c4eab34f2111bc4a60f37f38bca489	0	0	0	0	30	0	5	0	0	0	0	0	0	0	6	62	0	0	0	0	0	47
8d100233369c9cd4e5f11c372710e1a0	0	0	0	0	0	0	0	0	119	0	12	0	7	0	0	0	0	0	11	0	0	0
f6be61ae3c9ccada1ee11b1fd4704b2b	69	0	0	0	0	47	0	3	0	0	26	4	0	0	0	0	0	0	0	0	0	0
4614e57c7f1bd28a310080ab23f17629	54	0	0	0	0	53	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
4d3f6807d123f7d12a47eec541e018e1	0	0	0	0	5	0	11	12	5	0	0	0	22	0	0	0	0	0	0	28	64	0
a937429af79c2e6bee51e8113804787a	38	0	0	0	0	0	0	28	0	0	0	81	0	0	0	0	0	0	0	0	0	0
f96ae20e9429463ab1b598dbf31276df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0
ffd20f4c83bae60aa5dfb5937e5fe04c	0	0	0	0	0	0	23	0	0	0	0	0	0	76	0	14	0	0	30	0	0	0
83679d544ffbafbf379ff5c974ec7728	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
b1c4bece8a47a6425e2aa86178177423	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05e85e0ccb2a494ebbbcb47387516e52	30	0	0	6	0	42	0	8	0	0	5	47	0	0	0	0	0	0	0	0	0	0
e36989d13d95b439f99b6d26f63d650f	0	0	0	0	22	0	37	0	50	0	0	0	28	0	0	0	0	0	0	0	0	0
b6dae08e4cc48ecf7c08a369ee31ec30	0	0	0	0	0	0	4	0	0	0	0	0	30	10	0	31	0	0	0	13	49	0
a4e3ad9e9145bda486f7296c2e99a6f3	0	0	0	16	0	7	35	10	0	0	0	21	41	0	0	0	0	0	0	0	0	6
9e50c566d0297027fa52ae668e7a41de	0	0	0	0	5	0	11	0	31	0	0	0	56	0	0	15	0	0	0	6	11	0
ce3d8deaaa092f04ca6655d756fb9a63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	47	33
3d9c28f454621e719cb654a606ad4c84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	53	0	0	0	30
65abb1d7e731c29e5d8275613575d303	48	0	0	8	0	30	0	0	0	0	4	32	10	0	0	0	0	0	0	0	0	0
5cec870f009a9fb6cc44f5a841efd6c4	0	0	0	32	0	0	0	0	0	0	45	37	0	0	0	0	0	0	0	17	0	0
3dd1a4d04475e82787fc72bf52c3312c	0	0	0	0	0	0	0	95	0	0	27	6	0	0	0	0	0	0	0	0	0	0
960b84b86d3ed69c321f47312c54992b	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	49	54	0	0
4ab4d1d20a0478a016b0376fcf2b5b27	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7b877e3ca6e06b022ca7fe95d039e66	4	0	0	5	0	0	9	0	23	0	64	13	8	0	0	0	0	0	0	0	0	0
949dfa5f10215cfc9d140747d1d6b12a	37	0	52	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75fe11b3f3f1f682b5ea7ed4a0bd82de	12	0	0	0	0	0	33	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
7366250e8ffa3129088d081e9ea1a51f	0	0	0	0	0	0	2	0	0	0	0	0	0	6	79	0	0	4	0	0	4	29
a8d693db66bc79c448a7214cf4434223	23	0	44	0	0	0	0	17	5	0	0	29	5	0	0	0	0	0	0	0	0	0
eb0bdd32f2b405fdfa5b1127472d32f1	0	0	0	0	27	0	0	0	51	0	0	0	0	0	0	8	0	0	25	0	0	9
d6866fb6f44c36da8ddbe7b45b20b361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	79
ec1c1605b2e79d3c24b145b5c81d5b82	0	0	0	0	0	0	0	66	0	0	0	0	53	0	0	0	0	0	0	0	0	0
9a2d0a9947f9be7619b8667189b1c691	22	0	0	0	0	0	0	0	0	0	45	0	51	0	0	0	0	0	0	0	0	0
abe23e094982a673dcab85e3ef673d07	0	0	0	0	0	0	0	10	0	0	108	0	0	0	0	0	0	0	0	0	0	0
badd0ccafb8468ff9d2ac94595684cff	0	0	0	0	4	0	10	0	49	0	17	0	38	0	0	0	0	0	0	0	0	0
16b4cdc34a6e7058c9f5300872db9ee6	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	16	0	0	14	0	0
edae14db4ff777b157253f01e43bbb25	0	0	0	0	0	0	32	0	18	16	0	0	36	0	5	9	0	0	0	0	0	0
785c277b1ee0fabb445fc4606a7e84b3	0	0	0	0	7	0	4	17	0	0	0	88	0	0	0	0	0	0	0	0	0	0
6a04b6c09986146eaa90c89bd5748bca	0	0	0	0	31	0	0	2	71	0	0	0	0	0	0	0	2	0	6	4	0	0
a12b8cdafb958b8a5829fb70b127e71b	17	0	0	0	11	22	0	27	0	0	0	30	0	0	0	0	0	0	0	0	0	0
73c990a603b7574e79756e357e6d720b	0	0	0	0	0	0	0	0	14	0	0	92	0	0	0	0	0	0	0	0	0	0
1f2c7f0fa641fac16d6370a7e5e71160	41	0	0	0	0	38	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
a124a4885b243db23a67fa2b8d9b5504	0	0	0	0	0	0	0	0	46	0	0	0	0	0	59	0	0	0	0	0	0	0
3ee2645e9007b0ef6ea0dac57f334c3a	15	0	0	0	29	0	9	0	0	31	0	0	0	0	0	0	0	0	5	0	0	15
2ff844440d8d4aa9e50172cd49c3d29a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
0f62ffba7ed259e10798ccf09f9ab62d	0	0	0	0	0	0	0	0	13	44	0	0	0	0	0	0	0	0	12	0	0	34
d7480613270f36afd458136d9f7cf5cd	10	0	0	0	3	27	5	5	3	23	0	10	13	0	0	0	0	0	0	0	0	3
dc8501c48e58d3bfda9b5aeef886a020	9	0	0	5	66	0	5	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0
df84bb8d75bbbaef18fafb6d7528efda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	51	0	0	36
e24d3df138ddfeb9cdac4fda8339e6fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	14	0	0	5
bce9c7c63627bdfa9280a90139e3de74	0	0	0	0	0	0	0	82	0	0	0	0	16	0	0	0	0	0	0	0	0	0
f0ada7b5a1ef192ef17500174f61738d	0	0	0	0	0	0	0	0	0	0	0	0	0	19	23	0	0	0	30	0	25	0
82d8e78a8e68ced10a7b5af7f13bb99d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	26	0	0	0
338faccb2cf567be9e443d2ead26c50e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	56	0	0	0
89765ef40633e9ebea66104a9846d464	51	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0336f8c91ee24dc215f1c46eff651f29	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65f973a3a3129a5764dfe0bb684e5975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	3	33	10	9	0	22
ee3a933b8672aef58dcae2533604ff4f	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f18a0f0b20063b09494700de3e073963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
5985e6857b2cdb2732aa91d0ce6dff94	0	0	0	0	0	0	17	0	0	0	0	24	53	0	0	0	0	0	0	0	0	0
a6a60310ff83cecbbb62160fed312064	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	33	0	0	0	10	32
22de2ec9c1421154c1b882d0535ba982	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
f5bd409f0d95997337e1f7e16f736d61	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289d0bc6f14ab74413231ea10d4521ca	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
34dddb8d0eff08b44aad2d339f4bb88b	8	0	0	0	0	37	26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
3951127b92c48a3dbddf60e4ad102f1f	0	0	0	0	0	0	44	0	0	19	0	0	10	0	0	17	0	0	0	0	0	0
b02d910d51f3efdf1f2d3e363b0b1142	22	0	17	0	0	33	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83abff518cdb355683bf2243a1c04572	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	29	0	36
85e93842fabb017195739d6a76827f25	0	0	0	0	0	0	0	0	4	18	0	0	0	0	4	6	2	0	0	0	0	56
f760cd3d63bbea8907a118ca52fe8c21	0	0	0	0	0	0	0	0	13	0	62	0	15	0	0	0	0	0	0	0	0	0
d107edcf6a20a264e0487ab3c55e43e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	19	0	19
dbb898dbb2d2d4cb6f0c2a48a41bea95	0	0	0	0	0	0	0	49	0	0	0	0	38	0	0	0	0	0	0	0	0	0
d1c03b58a44789bdf3b85abc1723a01d	0	0	29	0	27	0	25	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
f16639c62010edf240f2c9bd5e22608a	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	54	0	0	0	18
61f19551006615c5136e1a1bf2014461	20	0	0	3	0	33	0	14	6	0	0	11	0	0	0	0	0	0	0	0	0	0
f06aefe77c640bfd4be8bd78f5cb5946	16	0	0	0	0	11	0	18	4	0	16	0	21	0	0	0	0	0	0	0	0	0
4fad8ab60817edabc772fb10f20ae350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	8	5	0	0	0	0	24
696d6cbdd52e4ab74101697ed34c1c70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
e4ec8b3515dd6bf9afaa77b528efc18d	13	0	29	8	8	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
1e595490b54c5a0af9159660333d7b14	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	5	0	52	0	0	0
d7b2b2f2965de5c7d0bb904ee56fa442	0	0	0	0	12	0	7	0	0	48	0	0	16	0	0	0	0	0	0	0	0	0
74ee19c8d2a7401c73312855a1a39fef	0	0	0	0	0	0	0	0	0	0	0	0	0	9	51	0	0	0	20	0	0	2
f2f08287ef9fab4e62f87278b8627d6f	0	0	0	0	0	0	23	0	12	0	0	0	25	0	0	0	0	0	12	0	0	10
c3f3aa931d352d035a37b3c659b75428	18	0	0	8	0	29	0	0	0	0	20	7	0	0	0	0	0	0	0	0	0	0
9e340008259febdb585b75f44b3c4ea3	0	0	0	0	0	0	0	70	0	0	12	0	0	0	0	0	0	0	0	0	0	0
25ef8eaa0596bf09ed7a9f0ae7904e2b	0	0	34	0	0	33	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0
e37b4e7f3271b41b887db5d1b81965f1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	14	3	0	0	18	16	6
0a57b8e10703ac80ae412e145272a37a	58	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a87f916846e57da3242a946e0d967cd	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dadad852b201d43afd0dfc0055bb4345	27	0	0	8	0	37	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ca80f383ec8d0ecb7100d5c867cb79ea	0	0	0	0	0	0	21	0	0	0	0	0	0	0	32	10	0	0	0	0	0	16
de5182fb77241d35183e7c4e3befa8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	43
2161d4a9cbba89d5d14fefdce0370e85	0	0	0	28	0	19	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08d60da72f2e93595bcf7957d3a00be3	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0eae6fe2a673975ae226eba8c5f0ef81	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	14	7	0	0	0	0	42
e93c7b91a0d0fb0e3bb606f299c4a867	0	0	0	0	0	0	14	0	0	0	0	0	49	0	0	0	0	0	0	0	0	14
14b125aed4587d05f08aedfa2c117997	0	0	0	0	0	0	36	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
1b31fbde3dda6d9a4d5102c28a385b92	7	0	0	26	0	0	0	0	10	0	24	9	0	0	0	0	0	0	0	0	0	0
351ff78d0d4f1327dc95f89f22c9e2ad	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab84230be5240e5fcba940dfdd14565d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	54	0	0
d93e5c4f473f258d33d94df3bb4c8be5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	34	0	0	0	0
5c3797cea8ad0818b077d3a833816d96	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
a9f6474f39ec35ed2e9b5c7182e512f4	0	0	0	0	0	0	25	0	0	35	0	0	0	0	0	0	0	0	0	13	0	0
9260a7947a40092e9d162c6ff79c3840	12	0	0	40	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0
c8482cb3004ced78e4316f6a9edd07ca	11	0	0	3	19	17	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
b159d5d64c8ab7431003e145d59ee60e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	6	0
8dc0fb86cef8db734ba442d6da067f46	0	0	0	0	0	7	16	0	12	0	0	0	0	0	0	11	0	0	0	0	6	20
ee81b394768ef48819997dafbdf984ab	24	0	0	0	0	12	0	7	0	0	0	29	0	0	0	0	0	0	0	0	0	0
1fca6eb44b3760804981713a805882e7	0	0	0	0	0	0	0	49	4	0	18	0	0	0	0	0	0	0	0	0	0	0
568d38c459b9a6cf064124e8bc42c23a	0	0	0	0	0	0	37	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
d82e01a366c3b762e8ed4c7bbe42a04d	24	0	0	0	7	16	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0
a5b4a6c2371f53e6e92dfd7bd636705c	0	0	0	0	15	0	17	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0
6278896ee230354d3f72ae70dbcd6ffc	0	0	0	17	0	29	0	7	0	0	0	16	0	0	0	0	0	0	0	0	0	0
fe99d53df192debb54a7b2f5d8c3d5ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
2445ffe23671d942a11e9aa0d1206f17	56	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c734c5fc26c233c006074d6951d8a1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
2e239c7ee3a0a5a67a7ac50e2149e151	42	0	0	3	0	0	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0
f1a79aa5e9e78cc5a45bfe17eab88c05	0	0	0	12	0	0	0	29	0	0	0	15	0	0	0	0	0	0	11	0	0	0
0a291c52415cee78a39634adb8280425	0	0	57	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
dc5383c2d0bb6eddfab8a2e4ec4644f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	20	0	31
4681e1e699e6eacc9528306159da8017	33	0	0	0	0	21	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e06fd2ea77eb16f9f9839178a6809948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	24	0	20	0	0
b3efb9747c71bc458045e2018ad4ac38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	12	0	0	12
541bfe1be88df521984c5f6e4bb7e814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0
ec7621351f586f1a674cb5a261c892e8	0	0	0	0	0	0	3	0	19	0	0	0	11	2	20	0	0	0	10	0	0	0
e23db411a28cbb5ac5fd8be8df75f802	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	46	11
daf58804a6052e4639d428d733dd0dc3	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
6544c6ac880e0347578097d81aab6ac8	16	0	0	0	0	29	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
562baa3b893ffa0c6b7ea0b22871a751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	35	0	0	0
0aa7c20be9e3cd4d087191a8d32bde7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
94d62588795a0aae0cb17b25c852f27a	0	0	0	0	0	0	0	0	15	48	0	0	0	0	0	0	0	0	0	0	0	0
5f8334e183e2b907be07de88919cd475	0	0	0	0	0	44	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0
c3c65c40fc45c99fcd3c3746ecc96470	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	0	7	0	13	6	19
a1d85e0ac0c9c16ce72ba2f430bb4e9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
3ff6c36731cdbc2f95eb7892e1aa8a6a	0	0	0	0	0	0	0	8	0	0	34	0	20	0	0	0	0	0	0	0	0	0
698edf64a8c0cce565227be75ac60f3c	0	0	0	0	5	0	0	0	0	3	0	0	0	0	34	0	0	0	0	10	0	10
25759350f820516eaeab9683a98b63bf	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b61c6bfec57197820d046a79147f4f34	34	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
677a4f0927abc7cfad46c6dc1f0673c2	0	0	0	0	2	0	10	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
98b54a023f04c6fc901bc159f4b00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	27
48f6326c1b007e54e5b1f360c0a43453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	23	0	20	0
13dcd829010ea81dbda5b8a4d18d1ba4	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
41ca9cb863b5db58cfb7872d80d0691f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0
064c293b111aadbdb84ffdb82867051e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	17	0	0
e75ca096ac2c05faa61db5796f08cd15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
d61d4e1edf65778b9133da91b55e94ce	0	0	0	0	0	0	0	21	0	0	8	0	31	0	0	0	0	0	0	0	0	0
2a411987523404171958672cef2dcad6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	35
dd663d9ebfca861f740f72e62d47b8e3	0	0	0	0	0	0	38	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
a582e7546644a6f7ed6b16886940a2c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0
afc8a4c48ce3660c5ed2b2cea41cf5de	24	0	0	0	11	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
006245a5a7267de5665f31d40bc88fd8	12	0	0	0	0	0	0	11	14	0	0	22	0	0	0	0	0	0	0	0	0	0
50622a7cd4f48900496c884df7a2437e	11	0	0	6	1	0	3	8	0	3	7	8	0	0	0	0	0	9	0	0	0	2
81ce395398df44882b363eef7e8a12fd	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	1	45	0
9af0096511e23ebec55f88be8c723d7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
a0b3fe471608e9009316813afc10fa7d	0	0	0	0	0	0	0	26	0	0	0	32	0	0	0	0	0	0	0	0	0	0
a539e6326470ace9edb79d5275b0c6b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
ec0ea62a3f64c91f9d223fb32bc105b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
4bb2f14a6a5935a66d0f50b12dbb48dd	0	0	0	0	5	0	7	0	40	0	0	0	5	0	0	0	0	0	0	0	0	0
a387a6c9dbd6fd3ffd93b954f0c04bb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
ba4f90f37ffb0959e9e101abaf49385c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	51	0	0	0	0
477dd732f61ec76e72209e17602c2da7	35	0	0	0	0	6	0	3	0	0	0	8	0	0	0	0	2	0	0	0	0	3
2b8d2d3400de904349bd08c0596191e4	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5a3759e5e5d5f37761a7e1e1aa07fe5d	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201e7a32832d25f2624042733f248e18	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0
86cb6147862be379fe77bda3f3255f58	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0
103fc6572d5ce5705eec1633a097b315	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
55716e2abce8722d673b9b5ac5610505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0
9e6c092f08d652a9e0427059521a7993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
17dbf2ff9f565d8b982868fff4c24f73	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
348d16cce13d9933640e094ba3b7a7d4	0	0	0	0	0	0	33	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
e549fd51fd9571c0c77bbabb0ff13a73	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0
4cfc840ad2f262aff643f844508ce6ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	34
f069f019694d3c334e19e2c33755e4c7	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
a5a5d9da5b3da7d358ef33e89d47402b	0	0	8	0	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a94350f004c29b569a5bcf0a2b086424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
4519d2a493766800abcefa7f4cbc8567	0	0	0	0	0	0	39	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
f9baa699026e83773667ded0a4e5d52c	0	0	0	0	0	0	24	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
00202992fb72ef75a8f7ac6f1532d0c3	0	0	0	0	0	0	0	0	0	0	47	0	6	0	0	0	0	0	0	0	0	0
0b8b737c5fe2f7516b5be01a9c15d30d	0	0	0	0	0	0	26	0	0	9	0	0	6	0	0	6	0	0	5	0	0	0
a06cadb14f1e62404bb52acdaad9722c	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
a2ed25a9640aeab2f577b5d02d64d677	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3edab7bb76c7f8641b151bf6c746d543	13	0	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc2a5a92a771c9a7eb0efa7db482692e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
9d2a30df6617f52609c7f56b5c418eca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
7db50b628800ad81456dd90d501c278e	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846622f0e7b47dd154acbe70fad92b11	0	0	0	0	7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6a714b44750467cafdcade4d83200d5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	9	8	9	3	0	3
28c4157a1f7d338a0421cda9075051af	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
ed6cfd461e4777ca9ac9cb040b902080	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	28	0
9bdf3d7e74ca4678ae84c5d5fa059a97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
1d3275ab05570b54606a86001bc07765	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
48ee394b7b8825c8d9ea77becd3ec5a5	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	17	0	0
8600b2fadcf51e5e2134ca88580ff1bb	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
acae016c76797721c8fd68ee8db9b054	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	33	0	0	0
075430849e55a491a5265f0d142b5e3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	23	0	0
c06652a1f7174b66ba62c73fa7f56a11	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
