ASV	WS_A_3	WS_A_6	WS_B_3	WS_C_3	WS_D_6	WS_E_3	WS_E_6	WS_F_3	WS_F_6	WS_G_6	WS_H_3	WS_I_3	WS_I_6	WS_A_9	WS_B_9	WS_C_9	WS_D_9	WS_E_9	WS_F_9	WS_G_9	WS_H_9	WS_I_9
30c9f9bda9193274e219ca436e604ad3	0	0	0	0	0	0	2	23	13	0	0	0	0	0	0	5	0	0	5	0	0	0
79e5b0c8e472051f1886b05152281916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24
1fb76221c956366f93c907504f045ffb	38	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4d60d1cf7d685b7b4478a6d7f5d6cd4	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0
73eb764fe1e62d18fce3c98329734946	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	21	0	7	4	9	0
dd74fc91521ea57af1625eee0dd3068e	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5d675c7634a76e479e69a16047703b4	10	0	0	0	0	9	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
180d36a0c2776af0a04ecb911e42c40b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	18	20
29f4a4bfb1fb8f35d29733a39f677efe	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb282e941f802b680ac2c5ffd27b5b13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	41
e004cfa8cd8adafc6007076aaa062aa8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	31
66a955c9ae392919ce61f17d1ccb6286	0	0	0	0	0	0	0	27	8	12	0	0	0	0	0	0	0	0	0	0	0	0
527993a5592e5679b17bb5ead5befdb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
24586777620382c5d55b6cb44a231329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	25
1ce3b6a3367c5e2049cb4f83b60d594b	0	0	0	0	13	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	17
2b414e14f25b32a148c8ff39b245e96f	0	0	0	0	0	0	0	0	0	0	23	7	15	0	0	0	0	0	0	0	0	0
34c6511f204ddcb9a0dee8c656a6f10b	0	0	0	17	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
2cb44c5ca1cad0a063b1b7fffb3dd879	0	0	0	0	0	34	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
205b7cf015ec0336fdc874515c9e7c97	31	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0c3e8ffd5cee4971760859e8f79f904c	36	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e59fc5038cf323e8bd83e44a6969d39	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	15	0	0
99e4b8bc1e5cd87c80d5948055ae5581	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c010cb335288aaf11e0c6988b5c9896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
e7aae512b6b5f8b15de084fc1d8d22ea	0	0	0	0	0	0	0	0	7	0	0	2	35	0	0	0	0	0	0	0	0	0
a619c1784104c1dd9b3807ac74a67c6b	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7db4dc309ccff6d2075311e945283c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
1a9803628905c37499e7d015e31aeacf	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	30
621c4e77fe93a8b116d7cfef0b229633	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
fb5e987fac94ce4b18af081d0e0e21c5	0	0	0	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0309c9fb78762550e72f4d5f418be9fe	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	26	5	0	3
885743e7103ca3fa8c6b60b5c98ad085	0	0	0	6	12	0	6	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
57959aa7ea335d2db871fd5a3e6265c9	0	0	0	7	7	11	0	0	9	7	0	1	1	0	0	0	0	0	0	0	0	0
3ba2b47bf0135c9915fc779d19ec37de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
2d585312906e33daa5023931ed2ceda4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
997857fabd36bed5768f3628e27ff6b2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0
14bffaf5145d4f5dda0eda54efdb6a49	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
cdcc9558bc689cef5368b00aebf9ab17	6	0	0	9	0	0	0	13	0	0	5	5	5	0	0	0	0	0	0	0	0	0
fe5f25caa31786c2b93c3b53e59b8e0c	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfa44beb8e1aba1585df062ec08a772d	11	0	0	8	0	10	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0
01a943ba3f0078cd78b9dc521ddc7b08	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c61a45a7b20e40b3d9ab5d5da774ad6c	5	0	0	0	5	0	27	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
3c50ebca00257b5701a0e366ec8db968	9	0	0	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
42aa49a6a8b4c6d99a33cc8e9224e7e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	11	0	0	18
65da980f68b39e7948785e096141db14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	11	0	0	0	0	0	13
0145df81bf34bfea9e3713e09779738a	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe30ddc7d0104202cac5d7285cec7a68	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
eb78401f8599db48264f674587cb8fd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
182150b54b4401058e06c0164fc40efd	0	0	0	0	0	0	0	16	8	0	8	0	8	0	0	0	0	0	0	0	0	0
8aff8e593d171fb00d73dd7c87dbcfff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
038ec94efd0ffa0c7db6d365a73ddea2	0	0	18	0	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
05ab8d5cb448269da5c961a98bb7f0e4	0	0	0	0	0	0	0	3	0	0	0	14	0	9	0	1	0	0	0	0	12	0
ac6c89ea77b755b662f4686e3e33c61d	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
93b96db2a253b30d42adab110024dbd8	0	0	0	0	28	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0
c2a0373c538a39fe9cc0faba551870a3	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	9	0	0	16
e3ad5383df21ddd3cb51b18fdea5c465	0	0	21	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ff1245591c86f8790de1621852aa636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
a39d293a24eb6a87d21b658421cf3e42	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
7b87c0a6d70b1e443b59caa57eb623e1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8d17f2e20e889c709c5cee47ae07364	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10d3daaa9e67b88331267e90e6c7e4f9	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f01b55cfb9a7efc34975d68588e58e5e	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
bf504bdaf571813a3a7f0b41d188c71c	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	4	13	5	0
bc5cc84786b170bf84bd9070e133af33	17	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0
c7da84543ebc0f2c3abaaf977a7de10c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
285bc8a47efdb64928cb9f3d05ce3204	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
7a67ee42f00f177de5dbdd4dffc52e4d	8	0	0	0	0	22	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
b7cff9d783ffcf153468dc48f48b1c68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	23	0
13cd1629a9708b81f8afa2e29e59d098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	18	5	0	0
fb336f586094af6a79c65c7175680e44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
713d228859c83e56f3bca49dd8349ae2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
b82845876c552f2d0e875d76eb744bc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	17	2	0
6ff110eec451f71ee2141d86169775d7	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
84945d1647ad2141714b51c40429d3ee	0	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe90ac77bd322e8f9ed8ab049692be23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
eb62578a00bdb2039d9e06d5f171bb19	17	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0
68dd5f3f2c9ae704a997692383ea53c6	20	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a18aaba70cd2284d23669fe3608aa33	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
d1b8b44a2eced6a5bc53d868e02993d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
9f56d061c945a4fc7c65f8a168914851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
172ad96cc3824e9122950df936f81147	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	29	0	0
3df4f54fb3ef367b567248be1a2af1db	0	0	0	0	0	0	6	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0
0a138f44de15ad19b9fc4e6b3e573916	0	0	0	0	0	7	0	0	0	0	0	0	0	9	6	0	0	0	2	3	0	7
7cdbdacc63e9a44b80789a1db1983058	5	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	0	0	0	0	0
a2d5b721ae69b52e0d30750cbd9e978f	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72e1b2ab24354985325688a3d6982d97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0
d68d0969005706e8d3e00620bdb15d0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
3810a99ac40b52c68f35f08c70c2476b	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
7121a10b759fe62e4273c9d77b5768c4	3	0	0	0	0	10	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10
78daec027dbb0c8bbbebcda18d732cad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
51f93b530580def6133b68ce8367a70d	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	16
aaf0bd717a0a8074ee26e22b473b0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	4
213f06bec6d3ff6aabf41ffc48497c41	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
a4ab0f84dbcccdc096c4a06bf7f061a4	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0703e4738dfb262a8fba4993304a9bd3	0	0	0	0	0	0	0	0	0	0	14	18	0	0	0	0	0	0	0	0	0	0
48fbfdedaab5e80f4a8e790eed767c09	0	0	0	0	0	0	0	6	4	0	22	0	0	0	0	0	0	0	0	0	0	0
e2621ba2c57f838e974fa754702e01d0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
3fc29ffe0b1393666f12fdd58ae15f9e	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433bf6135a67ea8ea2395ec9808cb50d	0	0	0	0	26	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b37a51b20937eabb501f25a7e74aea12	0	0	0	12	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
1b4ff1242b9338abe1dc98dc39acf55a	0	0	0	0	0	9	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0
27ce3642de1945f315e04a4ae6c992c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
559d1d130313ea4e600cbee3414597e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
adfba70b2d5b4fae8c610871dacd29ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	20
566369265e64ce6fb519c40184675026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
395e73d4f9fca1f89d1977b0a4b42152	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	0	0	0	0	0	0	0
6f3d89239bd718a251080f0c319bdead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
5715fe2c98835314ffdeca3ab65f4446	0	0	14	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
1d6a929279f93ea022a87ce482c8f1b6	21	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
5159dc4427279dc083e80bf207a8b6c5	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
a8574b3be94b185f6689e344374e21ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	10	0	0	7
87a3ec8a282093f33f8ab3357ae82eb4	6	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
dcce75ca02bcf9febc9a569f5d0dd597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
ae602bd67dddff93d0c54e72c852e4e1	23	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14a55f2ef6d596ade96d356d947f9125	0	0	0	0	0	0	0	2	0	0	0	0	27	0	0	0	0	0	0	0	0	0
cb9c751c7c98c821bb9a34f51bf4856b	0	0	0	12	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7cf8abef4cf9357df41c7d741878564a	0	0	0	0	0	3	17	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0
a6bd21d0cb29310f60c1494a014fcc08	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
c352f308e583f0e0d3dbacdd3b708b08	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c94b30b1c7e8ed180559dcb2e2864d07	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0	0	0	0
901de581dd94444059961accfa3f05f0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44d84922018d4ea4f939c40b7f4c6134	23	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3d417117b77aade5af18125f6912582c	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
8c16727bafadb6d595fa8df33b6cdd93	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
5597ee7241974d7fdcd239ace835bbd3	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
bbab979729ebfcc26e729e565219394b	0	0	0	0	0	0	0	17	0	0	4	7	0	0	0	0	0	0	0	0	0	0
31d5722b3a35eeb35e587566657deb90	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
8c9b9b213c1d879dad42c0ebb219ad76	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
c79f931aeef23008a5d9846959c8fdc7	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	3	0	0	0	0	0	6
218d8bd84a0e4e0fb9088ee00a05b5c1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
7268c849d8bc335b681e27ec1ef68f20	0	0	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
e5fcbe8f2d8b6410e0f71866025399ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
e4a1b43966d7805b96f0bf2ac1678d12	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35e4a7279d24edc4cca2de4fcf57ac7a	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8077ad28c1844910b267e50366688c9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17
867200cc65d22ca0c3201c362fb01a8f	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
72bc5b49b7e3e78d558843d4ab386608	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0669ead9481cf9500980372acb60acba	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1cac656c53262e4f9a3172760f76d808	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
b1b060ecbec58edd3f1a1435071572da	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fa90b1276f0b672c70ea999d8590771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
b33d2eb1f1f267e43dcb16c629d92369	0	0	0	0	4	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a263acf2aaaf6dcc209b035c91716b19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161d7ea5c03d4c4e0662a7d178b6baa9	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0292ba3c65ffe367b6ab7108f6eb8c2d	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
2f4d87fb4f88e486cffcb3943101bb1c	17	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40de5e64702946dacb3f22f13694e3a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
73cc9c8cf9bf2fa4354cbb3793db58d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
141c11eb5b2f9e7dcdd3c2453a80b0bd	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
e9c233e7f840d5c5d5297c188c7dba2f	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54c838c64047caab07c013348a82ddad	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f11eafdd85b6e1922f242543725f94f	4	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
9b8160a55fcb7be52089db53bafd7f4d	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	8	1
dc130e5258dacdd8e1963d82be61aead	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
084381faf8b04adf525eba3d10b24412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
c78e21dd33d55c3c4484c4bf7bcb99e6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d158c09b3013d5c0ceac8216e5cbe83	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
9ffc6abc29b16cfdde9b6e60b8961345	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
88c1f37c0f7a0756a5c4ef25f9564942	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac0ec3bb3cbdbc4dcfacdf4ea113aba6	0	0	0	0	0	0	6	0	7	0	0	0	0	2	0	3	0	0	0	5	0	2
64803c6bea3fcba3499e863469cf204f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
bad2445c911876d9921260d24648d82e	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16b06305b0af7eaa851d10a75342030f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	3
db6e34b1f2419b88d8ab6f37554d6cce	8	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1d249bdaee090733068de4bfe09dc34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
d6a4167543215579dc90f4c32f38d3c3	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
72e10e1a2056ac5aeeb7b287e96d017d	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
cf1386ff77f2f49926d23a3ceaf40ef4	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7a8c66d65dd71ab5047c8a2c9e40f9d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
8bec0c3584b1cce6983a1e3740548619	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016a27c86c54b550d7fa8f18ee5ab750	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
a0f81ba442fc51199b860ac7a2f281e7	9	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598efcbf4552c47058b78fa52af95685	0	0	0	0	0	14	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1855ed4ffbfc852ec5697f092cf1b9a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8
5f6f824d9105e626a650dea75b7a761f	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a414bc81b646da145991c5821a0a54c5	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddfb93d3cc0411a0750c2d33e2b3ef1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
550136d1073fdb79107fc21be5f8a9dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
f462bc720aa2f8cac00a96a20eb3ce35	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
075b6576ab59100f9dc09025331a1e53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
9ba70a36dafacf9d72d22d1101b146ac	0	0	0	0	0	0	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0
9fab8ca38b80a56ab041137b5ddf97df	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	6	0	0	0	0	5	0
23820b2ccdbe9b6cbb656ac2b67b5dd6	20	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
711f5cdc5b640ff08493b763e2de9db8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
8db2c8e899e46a5e2b89b441b51d13bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
2db017d352819f557fb31135d5d42ba9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0
b8b25266201dd15304504acea1cdb120	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39f4d03c46fe198a6d02072b283c1db8	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
92d90e3f147407e524780acf0e5867c6	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23e4f018fc69f2541cc9a8a2afc4fa33	7	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
1cff2991bd9252b79f1d60d2f9968df2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
62da7c283cb19953cb08f73c98ad1d4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	7
8c374fbe0153284520e137380915181c	15	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
4b7077596f7596f55f69fbae27e0f0c7	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
d4187702d89a90307859d0739258dcd3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713165b63f5bf2eb8c84144c201b9182	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
69cbee9df9e2614720844138701f30d2	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0
98b7b13fce75172c935dbd586baf530f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
74e0f67a0f05e9174c7b6e7e5f758465	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
c2fa8e7a264d92ce0cd0c48090a29e77	0	0	0	0	0	0	7	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
8e43b89e290b654cb1d49e9655f1ba1c	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	10	0
fba509c9b1bb8b125bf8123e5fad56e3	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c5288b19ee8586a5758a6447264c2cf8	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
0eff7715262bc513b17d289ed907d8c3	0	0	0	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
869db93770ccb5f36becbdb63e5980b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
231f2cbe1f9680a2e31fc735b157f973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
81e3abd2285cb63933426ecc62f3dc89	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0efd1807f2ceb5540d24a62e3a089f69	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
e17a6cc0ef4eeebbdcb123e6d8ae8a36	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
