"asv","Genus","clr_1","clr_0.5","clr_0.1","n_transforms","transforms"
"23e57d22717a53eea9963f3b2112655f","Acetobacteraceae Family",1.44351559307057e-05,4.12634504493099e-05,4.15004469560026e-05,3,"clr_1;clr_0.5;clr_0.1"
"afc8be1bf12a273aee66a9cf23603a63","Acetobacteraceae Family",0.00258444027273214,0.0026818261100909,0.00413035785050487,3,"clr_1;clr_0.5;clr_0.1"
"d74e073ecdeaccac7fc62dae8c532684","Acetobacteraceae Family",8.6516317920945e-05,8.6516317920945e-05,5.95636753141066e-05,3,"clr_1;clr_0.5;clr_0.1"
"ef24d427e3b1d810ed78fd31347e4252","Acetobacteraceae Family",0.000209760432559296,0.000204245981058795,0.00023883419788254,3,"clr_1;clr_0.5;clr_0.1"
"3d5baff45729bf2214074c2e9f77ad10","Acinetobacter",7.59034579640671e-05,7.59034579640671e-05,5.34263175193114e-05,3,"clr_1;clr_0.5;clr_0.1"
"e7bf8b888611a3cd1b5c84cdcd76321f","Aggregatilineaceae Family",0.000117711243059816,0.000228806401114534,0.000323378350493629,3,"clr_1;clr_0.5;clr_0.1"
"dd0a8be594bd6d7f08121de2aa5df471","Anagnostidinema",0.000266820601950118,0.000266820601950118,0.000225548692919305,3,"clr_1;clr_0.5;clr_0.1"
"27802da899201a0ce58d65877a284e0f","Anthocerotibacter",5.68338957793908e-05,0.000181088776173664,0.000380028586479949,3,"clr_1;clr_0.5;clr_0.1"
"ea4317d7222c2b5526d500d503663459","Aphanizomenonaceae Family",0.000629337704364314,0.000597806372848533,0.000597806372848533,3,"clr_1;clr_0.5;clr_0.1"
"32982af14a72d3056a596a476694b112","Armatimonadaceae Family",1.39884892753913e-05,1.39884892753913e-05,0.000121770769219992,3,"clr_1;clr_0.5;clr_0.1"
"b7a6de9f78e6c96910566ca3f2778318","Armatimonadaceae Family",0.00590565175270791,0.0061266028876023,0.00195205536636995,3,"clr_1;clr_0.5;clr_0.1"
"dfa55444de9e265475ced8f630cda4a2","Aurantisolimonas",0.000242831568193677,0.000242831568193677,0.000219875681570215,3,"clr_1;clr_0.5;clr_0.1"
"ad9cc38b5ccf51413138567ba4f60b42","Babeliales Order",0.000455296846892078,0.000402835914253108,0.00076214872085641,3,"clr_1;clr_0.5;clr_0.1"
"c27c683380e07dda90941851518bf036","Babeliales Order",0.00162541096297347,0.00162541096297347,0.00194476038142746,3,"clr_1;clr_0.5;clr_0.1"
"7a2f122fddae43a0010e633c008bc09b","Blfdi19 Order",0.0043705319800717,0.00379382136930943,0.00141044925804932,3,"clr_1;clr_0.5;clr_0.1"
"2bba1f8c49fb19b800398943a216a572","Bryobacter",0.00189373327992017,0.00190314999378215,0.00278954705889821,3,"clr_1;clr_0.5;clr_0.1"
"6c561c59c84d61ce5f4036074028dbca","Bryobacter",0.00163863174674729,0.00207150673904642,0.000513203846245583,3,"clr_1;clr_0.5;clr_0.1"
